week_start,plan_year,plan_week,calendar_year,month,week_of_year,season,sku_id,product_name,region_id,country,region_name,weather_proxy_city,channel_id,base_weekly_units_py2022,structural_growth_rate,plan_year_growth_factor,plan_year_normalization_factor,sku_seasonality_factor,base_portfolio_region_share,product_region_affinity,normalized_product_region_share,regional_season_modifier,channel_mix_share,allocated_structural_units,weather_dgp_available,audit_hidden_weather_z,weather_effect_pct,weather_factor,weather_model_input_allowed,promotion_flag,promotion_uplift_pct,promotion_factor,zero_or_no_order_flag,order_pattern_factor,positive_spike_flag,positive_spike_factor,negative_shock_flag,negative_shock_factor,noise_sd_pct,noise_factor,true_demand_units_continuous,true_demand_units,demand_provenance,weather_dgp_provenance,generator_version,generator_seed,audit_hidden_heating_degree_10,audit_hidden_heating_degree_5,audit_hidden_wet_cold_degree,audit_hidden_cold_run_days,audit_hidden_wet_cold_run_days,audit_hidden_snow_persistence_days,audit_hidden_rain_wind_event_days,weather_cap_type,weather_cap_value,weather_sensitivity
2021-07-05,PY2022,1,2021,7,27,SUMMER,CTS-001,Core Technical Shell,CA_QC,Canada,Quebec,Montreal,RETAIL,920,0.055,1.0,0.990436,0.889605,0.06,0.95,0.056185,0.93,0.31,13.1304,1,0.0,0.0,1.0,0,1,0.18,1.18,0,1.0,0,1.0,0,1.0,0.11,0.965975,14.9667,15,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,CTS-001,Core Technical Shell,CA_QC,Canada,Quebec,Montreal,WHOLESALE,920,0.055,1.0,0.990436,0.889605,0.06,0.95,0.056185,0.93,0.3,12.7069,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.11,0.887975,14.1043,14,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,CTS-001,Core Technical Shell,US_PNW,United States,Pacific Northwest,Seattle,ECOM,920,0.055,1.0,0.990436,0.889605,0.11,1.2,0.130113,0.98,0.39,40.311,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.11,1.053268,42.4583,42,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,CTS-001,Core Technical Shell,US_PNW,United States,Pacific Northwest,Seattle,RETAIL,920,0.055,1.0,0.990436,0.889605,0.11,1.2,0.130113,0.98,0.31,32.0421,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,1,0.528193,0.11,1.086492,18.3882,18,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,CTS-001,Core Technical Shell,US_PNW,United States,Pacific Northwest,Seattle,WHOLESALE,920,0.055,1.0,0.990436,0.889605,0.11,1.2,0.130113,0.98,0.3,31.0085,1,0.0,0.0,1.0,0,0,0.0,1.0,1,0.0,0,1.0,0,1.0,0.11,0.802599,0.0,0,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,CTS-001,Core Technical Shell,US_NE,United States,Northeast,New York,ECOM,920,0.055,1.0,0.990436,0.889605,0.18,1.0,0.177427,0.96,0.39,53.8478,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.11,0.946141,50.9476,51,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,CTS-001,Core Technical Shell,US_NE,United States,Northeast,New York,RETAIL,920,0.055,1.0,0.990436,0.889605,0.18,1.0,0.177427,0.96,0.31,42.8021,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.11,1.019218,43.6247,44,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,CTS-001,Core Technical Shell,US_NE,United States,Northeast,New York,WHOLESALE,920,0.055,1.0,0.990436,0.889605,0.18,1.0,0.177427,0.96,0.3,41.4214,1,0.0,0.0,1.0,0,0,0.0,1.0,1,0.0,0,1.0,0,1.0,0.11,0.870437,0.0,0,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,CTS-001,Core Technical Shell,US_MIDWEST,United States,Midwest,Chicago,ECOM,920,0.055,1.0,0.990436,0.889605,0.14,0.9,0.124199,0.92,0.39,36.1229,1,-3.91874314691765e-17,-0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.11,0.784864,28.3516,28,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,CTS-001,Core Technical Shell,US_MIDWEST,United States,Midwest,Chicago,RETAIL,920,0.055,1.0,0.990436,0.889605,0.14,0.9,0.124199,0.92,0.31,28.7131,1,-3.91874314691765e-17,-0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.11,0.941158,27.0236,27,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,CTS-001,Core Technical Shell,US_MIDWEST,United States,Midwest,Chicago,WHOLESALE,920,0.055,1.0,0.990436,0.889605,0.14,0.9,0.124199,0.92,0.3,27.7868,1,-3.91874314691765e-17,-0.0,1.0,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.11,1.119236,38.875,39,SYNTHETIC_STEP3B_V3_FINAL,SYNTHETIC_PROXY_BLEND_CHICAGO_PENDING_ERA5,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,CTS-001,Core Technical Shell,US_MTN,United States,Mountain West,Denver,ECOM,920,0.055,1.0,0.990436,0.889605,0.12,1.0,0.118285,0.93,0.39,34.7767,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.11,0.943348,32.8065,33,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,CTS-001,Core Technical Shell,US_MTN,United States,Mountain West,Denver,RETAIL,920,0.055,1.0,0.990436,0.889605,0.12,1.0,0.118285,0.93,0.31,27.643,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.11,1.01497,28.0568,28,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,CTS-001,Core Technical Shell,US_MTN,United States,Mountain West,Denver,WHOLESALE,920,0.055,1.0,0.990436,0.889605,0.12,1.0,0.118285,0.93,0.3,26.7513,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.11,1.033363,34.5548,35,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,CTS-001,Core Technical Shell,US_WEST,United States,Mild West / California,San Francisco,ECOM,920,0.055,1.0,0.990436,0.889605,0.16,0.95,0.149828,1.07,0.39,50.6817,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.11,1.018621,51.6254,52,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,CTS-001,Core Technical Shell,US_WEST,United States,Mild West / California,San Francisco,RETAIL,920,0.055,1.0,0.990436,0.889605,0.16,0.95,0.149828,1.07,0.31,40.2855,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.11,0.967064,38.9587,39,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,CTS-001,Core Technical Shell,US_WEST,United States,Mild West / California,San Francisco,WHOLESALE,920,0.055,1.0,0.990436,0.889605,0.16,0.95,0.149828,1.07,0.3,38.9859,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.11,1.001594,48.8101,49,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,IMH-001,Insulated Midlayer Hoody,CA_PNW,Canada,British Columbia / Pacific Coast,Vancouver,ECOM,1320,0.065,1.0,0.980454,0.604027,0.09,0.95,0.084906,0.97,0.39,25.109,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.1,1.190559,29.8937,30,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,IMH-001,Insulated Midlayer Hoody,CA_PNW,Canada,British Columbia / Pacific Coast,Vancouver,RETAIL,1320,0.065,1.0,0.980454,0.604027,0.09,0.95,0.084906,0.97,0.31,19.9585,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.1,1.14506,22.8537,23,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,IMH-001,Insulated Midlayer Hoody,CA_PNW,Canada,British Columbia / Pacific Coast,Vancouver,WHOLESALE,1320,0.065,1.0,0.980454,0.604027,0.09,0.95,0.084906,0.97,0.3,19.3146,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.1,0.991167,23.93,24,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,IMH-001,Insulated Midlayer Hoody,CA_PRAIRIE,Canada,Alberta / Prairies,Calgary,ECOM,1320,0.065,1.0,0.980454,0.604027,0.05,1.15,0.0571,0.92,0.39,16.0158,1,-0.218218,-0.046075,0.953925,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.1,1.016109,15.524,16,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,IMH-001,Insulated Midlayer Hoody,CA_PRAIRIE,Canada,Alberta / Prairies,Calgary,RETAIL,1320,0.065,1.0,0.980454,0.604027,0.05,1.15,0.0571,0.92,0.31,12.7305,1,-0.218218,-0.046075,0.953925,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.1,0.896997,10.8931,11,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,IMH-001,Insulated Midlayer Hoody,CA_PRAIRIE,Canada,Alberta / Prairies,Calgary,WHOLESALE,1320,0.065,1.0,0.980454,0.604027,0.05,1.15,0.0571,0.92,0.3,12.3198,1,-0.218218,-0.046075,0.953925,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.1,1.023613,15.0371,15,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,IMH-001,Insulated Midlayer Hoody,CA_ON,Canada,Ontario,Toronto,ECOM,1320,0.065,1.0,0.980454,0.604027,0.09,1.05,0.093843,0.95,0.39,27.1799,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.1,0.978611,26.5985,27,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,IMH-001,Insulated Midlayer Hoody,CA_ON,Canada,Ontario,Toronto,RETAIL,1320,0.065,1.0,0.980454,0.604027,0.09,1.05,0.093843,0.95,0.31,21.6045,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.1,1.121758,24.235,24,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,IMH-001,Insulated Midlayer Hoody,CA_ON,Canada,Ontario,Toronto,WHOLESALE,1320,0.065,1.0,0.980454,0.604027,0.09,1.05,0.093843,0.95,0.3,20.9076,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.1,1.048364,27.3985,27,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,IMH-001,Insulated Midlayer Hoody,CA_QC,Canada,Quebec,Montreal,ECOM,1320,0.065,1.0,0.980454,0.604027,0.06,1.15,0.06852,0.93,0.39,19.4278,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.1,0.963737,18.7233,19,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,IMH-001,Insulated Midlayer Hoody,CA_QC,Canada,Quebec,Montreal,RETAIL,1320,0.065,1.0,0.980454,0.604027,0.06,1.15,0.06852,0.93,0.31,15.4426,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.1,0.937072,14.4708,14,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,IMH-001,Insulated Midlayer Hoody,CA_QC,Canada,Quebec,Montreal,WHOLESALE,1320,0.065,1.0,0.980454,0.604027,0.06,1.15,0.06852,0.93,0.3,14.9445,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.25,0,1.0,0,1.0,0.1,1.074332,20.0692,20,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,IMH-001,Insulated Midlayer Hoody,US_PNW,United States,Pacific Northwest,Seattle,ECOM,1320,0.065,1.0,0.980454,0.604027,0.11,0.95,0.103774,0.98,0.39,31.0052,1,0.0,0.0,1.0,0,1,0.16,1.16,0,1.0,0,1.0,1,0.41082,0.1,0.860409,12.713,13,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,IMH-001,Insulated Midlayer Hoody,US_PNW,United States,Pacific Northwest,Seattle,RETAIL,1320,0.065,1.0,0.980454,0.604027,0.11,0.95,0.103774,0.98,0.31,24.6452,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.1,0.858373,21.1548,21,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
2021-07-05,PY2022,1,2021,7,27,SUMMER,IMH-001,Insulated Midlayer Hoody,US_PNW,United States,Pacific Northwest,Seattle,WHOLESALE,1320,0.065,1.0,0.980454,0.604027,0.11,0.95,0.103774,0.98,0.3,23.8502,1,0.0,0.0,1.0,0,0,0.0,1.0,1,0.0,0,1.0,0,1.0,0.1,1.060351,0.0,0,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.215
