week_start,plan_year,plan_week,calendar_year,month,week_of_year,season,sku_id,product_name,region_id,country,region_name,weather_proxy_city,channel_id,base_weekly_units_py2022,structural_growth_rate,plan_year_growth_factor,plan_year_normalization_factor,sku_seasonality_factor,base_portfolio_region_share,product_region_affinity,normalized_product_region_share,regional_season_modifier,channel_mix_share,allocated_structural_units,weather_dgp_available,audit_hidden_weather_z,weather_effect_pct,weather_factor,weather_model_input_allowed,promotion_flag,promotion_uplift_pct,promotion_factor,zero_or_no_order_flag,order_pattern_factor,positive_spike_flag,positive_spike_factor,negative_shock_flag,negative_shock_factor,noise_sd_pct,noise_factor,true_demand_units_continuous,true_demand_units,demand_provenance,weather_dgp_provenance,generator_version,generator_seed,audit_hidden_heating_degree_10,audit_hidden_heating_degree_5,audit_hidden_wet_cold_degree,audit_hidden_cold_run_days,audit_hidden_wet_cold_run_days,audit_hidden_snow_persistence_days,audit_hidden_rain_wind_event_days,weather_cap_type,weather_cap_value,weather_sensitivity,planning_basis_type,planning_basis_annual_units,planner_growth_assumption_pct,buy_factor,committed_buy_units_plan_year,weekly_plan_units,forward_coverage_target_units,seasonal_receipt_units,replenishment_receipt_units,chase_receipt_units,return_restock_units,total_inventory_receipts_units,beginning_inventory_units,ending_inventory_units,shipped_units,observed_sales_units,lost_demand_units,row_fill_rate,gross_returns_units,sellable_return_units,non_sellable_return_units,return_restock_delay_weeks,in_stock_days,constrained_flag,stockout_flag,sales_censored_flag,normal_replenishment_allowed,chase_capacity_share_available,chase_capacity_remaining_units,chase_triggered_flag,chase_used_units,receipt_event_label,peak_cover_extension_weeks,peak_cover_buffer_wos
2021-09-13,PY2022,11,2021,9,37,FALL,APS-001,Alpine Performance Shell,CA_ON,Canada,Ontario,Toronto,ECOM,540,0.04,1.0,0.976113,0.833192,0.09,0.9,0.082192,1.03,0.39,14.5,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,1.026594,14.8856,15,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,906.3177,0.015424491484735486,1.0274681195232649,945.5760228482392,14.723655126528664,0.0,0.0,0.0,0.0,0.5361300000000001,0.5361300000000001,78.43888867588268,63.43888867588268,15.000000000000002,15.000000000000002,0.0,1.0000000000000002,1.0500000000000003,0.8935500000000002,0.1564500000000001,2.0,7.0,0.0,0.0,0.0,0.0,0.08,75.64608182785913,0.0,0.0,,2.0,0.0
2021-09-20,PY2022,12,2021,9,38,FALL,APS-001,Alpine Performance Shell,CA_ON,Canada,Ontario,Toronto,ECOM,540,0.04,1.0,0.976113,0.833192,0.09,0.9,0.082192,1.03,0.39,14.5,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,0.957514,13.884,14,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,906.3177,0.015424491484735486,1.0274681195232649,945.5760228482392,14.723655126528664,0.0,0.0,0.0,0.0,0.7744099999999999,0.7744099999999999,64.21329867588268,50.21329867588268,14.0,14.0,0.0,1.0,0.9800000000000001,0.83398,0.14602000000000004,2.0,7.0,0.0,0.0,0.0,0.0,0.08,75.64608182785913,0.0,0.0,,2.0,0.0
2021-09-27,PY2022,13,2021,9,39,FALL,APS-001,Alpine Performance Shell,CA_ON,Canada,Ontario,Toronto,ECOM,540,0.04,1.0,0.976113,0.833192,0.09,0.9,0.082192,1.03,0.39,14.5,1,0.0,0.0,1.0,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,1.165709,16.9028,17,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,906.3177,0.015424491484735486,1.0274681195232649,945.5760228482392,16.878352049976222,0.0,0.0,0.0,0.0,0.8935500000000002,0.8935500000000002,51.10684867588268,34.10684867588268,17.0,17.0,0.0,1.0,1.1900000000000002,1.01269,0.17731000000000008,2.0,7.0,0.0,0.0,0.0,0.0,0.08,75.64608182785913,0.0,0.0,,2.0,0.0
2021-10-04,PY2022,14,2021,10,40,FALL,APS-001,Alpine Performance Shell,CA_ON,Canada,Ontario,Toronto,ECOM,540,0.04,1.0,0.976113,1.198984,0.09,0.9,0.082192,1.03,0.39,20.8659,1,-0.41652,-0.10856,0.89144,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,0.861486,16.0242,16,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,906.3177,0.015424491484735486,1.0274681195232649,945.5760228482392,19.03304897342378,303.8839890226877,125.155917935319,0.0,0.0,0.83398,125.989897935319,160.09674661120167,144.09674661120167,16.0,16.0,0.0,1.0,1.12,0.9531200000000001,0.16688000000000003,2.0,7.0,0.0,0.0,0.0,0.0,0.08,75.64608182785913,0.0,0.0,OCT_PEAK,2.0,0.0
2021-10-11,PY2022,15,2021,10,41,FALL,APS-001,Alpine Performance Shell,CA_ON,Canada,Ontario,Toronto,ECOM,540,0.04,1.0,0.976113,1.198984,0.09,0.9,0.082192,1.03,0.39,20.8659,1,-0.41652,-0.10856,0.89144,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,1.048337,19.4998,19,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,906.3177,0.015424491484735486,1.0274681195232649,945.5760228482392,21.187745896871338,0.0,0.0,0.0,0.0,1.01269,1.01269,145.10943661120166,126.10943661120166,19.0,19.0,0.0,1.0,1.33,1.1318300000000001,0.19816999999999996,2.0,7.0,0.0,0.0,0.0,0.0,0.08,75.64608182785913,0.0,0.0,,2.0,0.0
2021-10-18,PY2022,16,2021,10,42,FALL,APS-001,Alpine Performance Shell,CA_ON,Canada,Ontario,Toronto,ECOM,540,0.04,1.0,0.976113,1.198984,0.09,0.9,0.082192,1.03,0.39,20.8659,1,-0.41652,-0.10856,0.89144,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,0.893529,16.6203,17,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,9.7,0.0,0.0,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,906.3177,0.015424491484735486,1.0274681195232649,945.5760228482392,21.187745896871338,0.0,0.0,0.0,0.0,0.9531200000000001,0.9531200000000001,127.06255661120166,110.06255661120166,16.999999999999996,16.999999999999996,3.552713678800501e-15,0.9999999999999998,1.19,1.0126899999999999,0.17731000000000008,2.0,7.0,0.0,0.0,0.0,0.0,0.08,75.64608182785913,0.0,0.0,,2.0,0.0
2021-10-25,PY2022,17,2021,10,43,FALL,APS-001,Alpine Performance Shell,CA_ON,Canada,Ontario,Toronto,ECOM,540,0.04,1.0,0.976113,1.198984,0.09,0.9,0.082192,1.03,0.39,20.8659,1,-0.41652,-0.10856,0.89144,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,1.091181,20.2967,20,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,7.4,0.0,1.4000000000000004,0.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,906.3177,0.015424491484735486,1.0274681195232649,945.5760228482392,22.9833210251638,0.0,0.0,0.0,0.0,1.1318300000000001,1.1318300000000001,111.19438661120165,91.19438661120165,19.999999999999996,19.999999999999996,3.552713678800501e-15,0.9999999999999998,1.4,1.1913999999999998,0.20860000000000012,2.0,7.0,0.0,0.0,0.0,0.0,0.08,75.64608182785913,0.0,0.0,,2.0,0.0
2021-11-01,PY2022,18,2021,11,44,FALL,APS-001,Alpine Performance Shell,CA_ON,Canada,Ontario,Toronto,ECOM,540,0.04,1.0,0.976113,1.50381,0.09,0.9,0.082192,1.03,0.39,26.1708,1,-0.326194,-0.088646,0.911354,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,1.088883,25.9708,26,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,36.7,7.199999999999999,0.0,4.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,906.3177,0.015424491484735486,1.0274681195232649,945.5760228482392,24.77889615345625,0.0,97.34349172747032,0.0,0.0,1.0126899999999999,98.35618172747033,189.55056833867198,163.55056833867198,26.0,26.0,0.0,1.0,1.8200000000000003,1.5488200000000003,0.27118,2.0,7.0,0.0,0.0,0.0,0.0,0.08,75.64608182785913,0.0,0.0,,2.0,0.0
2021-11-08,PY2022,19,2021,11,45,FALL,APS-001,Alpine Performance Shell,CA_ON,Canada,Ontario,Toronto,ECOM,540,0.04,1.0,0.976113,1.50381,0.09,0.9,0.082192,1.03,0.39,26.1708,1,-1.192409,-0.188067,0.811933,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,0.857432,18.2195,18,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,15.8,1.7999999999999998,4.8,1.0,1.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,906.3177,0.015424491484735486,1.0274681195232649,945.5760228482392,26.574471281748714,0.0,0.0,0.0,0.0,1.1913999999999998,1.1913999999999998,164.74196833867197,146.74196833867197,18.0,18.0,0.0,1.0,1.2600000000000002,1.0722600000000002,0.18774000000000002,2.0,7.0,0.0,0.0,0.0,0.0,0.08,75.64608182785913,0.0,0.0,,2.0,0.0
2021-11-15,PY2022,20,2021,11,46,FALL,APS-001,Alpine Performance Shell,CA_ON,Canada,Ontario,Toronto,ECOM,540,0.04,1.0,0.976113,1.50381,0.09,0.9,0.082192,1.03,0.39,26.1708,1,-0.669693,-0.150418,0.849582,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,0.990586,22.0249,22,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,36.4,8.3,2.6,2.0,0.0,0.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,906.3177,0.015424491484735486,1.0274681195232649,945.5760228482392,26.574471281748714,0.0,0.0,0.0,0.0,1.5488200000000003,1.5488200000000003,148.29078833867197,126.29078833867197,21.999999999999993,21.999999999999993,7.105427357601002e-15,0.9999999999999997,1.5399999999999996,1.3105399999999996,0.22946,2.0,7.0,0.0,0.0,0.0,1.0,0.08,75.64608182785913,0.0,0.0,,2.0,0.0
2021-11-22,PY2022,21,2021,11,47,FALL,APS-001,Alpine Performance Shell,CA_ON,Canada,Ontario,Toronto,ECOM,540,0.04,1.0,0.976113,1.50381,0.09,0.9,0.082192,1.03,0.39,26.1708,1,0.868585,0.170658,1.170658,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,1.299056,39.7993,40,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,62.8,29.7,1.0999999999999996,3.0,0.0,1.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,906.3177,0.015424491484735486,1.0274681195232649,945.5760228482392,26.574471281748714,0.0,0.0,0.0,0.0,1.0722600000000002,1.0722600000000002,127.36304833867197,87.36304833867197,40.0,40.0,0.0,1.0,2.8000000000000003,2.3828,0.41720000000000024,2.0,7.0,0.0,0.0,0.0,1.0,0.08,75.64608182785913,0.0,0.0,,2.0,0.0
2021-11-29,PY2022,22,2021,11,48,FALL,APS-001,Alpine Performance Shell,CA_ON,Canada,Ontario,Toronto,ECOM,540,0.04,1.0,0.976113,1.50381,0.09,0.9,0.082192,1.03,0.39,26.1708,1,0.754086,0.160169,1.160169,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,1.267696,38.4905,38,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,60.9,27.4,9.0,3.0,1.0,1.0,0.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,906.3177,0.015424491484735486,1.0274681195232649,945.5760228482392,27.540241515599842,0.0,55.62485241569733,0.0,0.0,1.3105399999999996,56.935392415697336,144.29844075436932,106.29844075436932,37.99999999999999,37.99999999999999,7.105427357601002e-15,0.9999999999999998,2.6599999999999997,2.26366,0.3963399999999999,2.0,7.0,0.0,0.0,0.0,1.0,0.08,75.64608182785913,0.0,0.0,,2.0,0.0
2021-12-06,PY2022,23,2021,12,49,WINTER,APS-001,Alpine Performance Shell,CA_ON,Canada,Ontario,Toronto,ECOM,540,0.04,1.0,0.976113,1.605419,0.09,0.9,0.082192,1.07,0.39,29.0241,1,-0.324426,-0.088231,0.911769,0,0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.14,0.910088,24.0839,24,SYNTHETIC_STEP3B_V3_FINAL,PUBLIC_ERA5_VIA_OPEN_METEO_HIDDEN_DAILY_DRIVERS,3B_v3.1,20260823,59.4,28.2,2.5,4.0,0.0,2.0,2.0,SOFT_TANH,0.2,0.292,STARTUP_STRUCTURAL_ANNUAL_EXPECTATION,906.3177,0.015424491484735486,1.0274681195232649,945.5760228482392,28.50601174945098,0.0,0.0,0.0,0.0,2.3828,2.3828,108.68124075436933,84.68124075436933,24.0,24.0,0.0,1.0,1.6800000000000002,1.42968,0.2503200000000001,2.0,7.0,0.0,0.0,0.0,1.0,0.08,75.64608182785913,0.0,0.0,,2.0,0.0
