fold,sku_id,channel_id,model,wape_pct,bias_pct,mae_units,actual_units_total,forecast_units_total,test_observations
4,CTS-001,WHOLESALE,HW_Damped_Mul,19.818548528677724,4.972810871261571,47.00507389969455,3083.3032994914233,3236.6301411624995,13
4,IMH-001,ECOM,HW_Add_Add,5.999272165678564,4.364714467611885,26.1262910206784,5661.383145973727,5908.486355212983,13
4,IMH-001,ECOM,HW_Damped_Add,5.488964023313323,-2.557596762322933,23.903944931109375,5661.383145973727,5516.587793929606,13
4,IMH-001,ECOM,HW_Damped_Mul,6.656524530825555,-5.150186304547302,28.9885659919819,5661.383145973727,5369.811366541838,13
4,IMH-001,RETAIL,HW_Add_Add,8.573639084814802,5.549960917523923,27.60599174797522,4185.829251423755,4418.141138952057,13
4,IMH-001,RETAIL,HW_Damped_Add,7.531272361801047,2.9240415741689505,24.249707809589303,4185.829251423755,4308.224638959111,13
4,IMH-001,RETAIL,HW_Damped_Mul,8.083454811877475,-0.7912460122467382,26.027662772399104,4185.829251423755,4152.709044392405,13
4,IMH-001,WHOLESALE,HW_Add_Add,15.582639327044578,-5.262223283719107,48.16691637999457,4018.3816091615176,3806.9253964955333,13
4,IMH-001,WHOLESALE,HW_Damped_Add,16.488598026048518,-7.5583586535298934,50.96729159133098,4018.3816091615176,3714.6579150736043,13
4,IMH-001,WHOLESALE,HW_Damped_Mul,16.95286918769651,-8.675388980441205,52.402382897200475,4018.3816091615176,3669.7713738482435,13
5,APS-001,ECOM,HW_Add_Add,11.599574808517335,2.4351990645005057,18.354008373095624,2056.990129285104,2107.081933670323,13
5,APS-001,ECOM,HW_Damped_Add,11.894367480159719,3.7274030234346487,18.820458846752523,2056.990129285104,2133.6624415558294,13
5,APS-001,ECOM,HW_Damped_Mul,11.110196878304269,-0.32756786284143413,17.57966562545081,2056.990129285104,2050.252090679746,13
5,APS-001,RETAIL,HW_Add_Add,5.708339731635947,3.4748971197163767,6.722667791642026,1531.0,1584.2006749028578,13
5,APS-001,RETAIL,HW_Damped_Add,4.657099676909824,1.3298501297021463,5.484630465653031,1531.0,1551.3600054857397,13
5,APS-001,RETAIL,HW_Damped_Mul,5.090369064988643,-2.9246664720926407,5.994888491152009,1531.0,1486.2233563122616,13
5,APS-001,WHOLESALE,HW_Add_Add,15.382834145370108,-8.722087661743501,16.9506999332636,1432.5,1307.5560942455243,13
5,APS-001,WHOLESALE,HW_Damped_Add,16.94939632289068,-11.915431084813779,18.676930948108385,1432.5,1261.8114497100426,13
5,APS-001,WHOLESALE,HW_Damped_Mul,16.73668231135481,-11.511715573550855,18.442536470012126,1432.5,1267.594674408884,13
5,CTS-001,ECOM,HW_Add_Add,7.027594308905,-5.360961446864996,30.71058712991485,5681.0,5376.443780203599,13
5,CTS-001,ECOM,HW_Damped_Add,8.172070461237826,-6.902115286922031,35.7119479156093,5681.0,5288.89083054996,13
5,CTS-001,ECOM,HW_Damped_Mul,7.507283314828607,-6.223415544014433,32.806828085801016,5681.0,5327.44776294454,13
5,CTS-001,RETAIL,HW_Add_Add,10.52871388138084,-7.522410171615866,34.11303297567392,4212.0,3895.1560835715395,13
5,CTS-001,RETAIL,HW_Damped_Add,10.603258699648036,-7.142202880406086,34.354558186859634,4212.0,3911.170414677296,13
5,CTS-001,RETAIL,HW_Damped_Mul,10.52087444914962,-7.374605694895386,34.087633215244765,4212.0,3901.3816081310065,13
5,CTS-001,WHOLESALE,HW_Add_Add,22.420748482718388,-7.555546147206176,64.97773816990993,3767.5396825396824,3482.881483211092,13
5,CTS-001,WHOLESALE,HW_Damped_Add,22.09163962592368,-6.49370554991077,64.02394534079505,3767.5396825396824,3522.886749079513,13
5,CTS-001,WHOLESALE,HW_Damped_Mul,23.348716757791806,-11.063509527437555,67.66708993950762,3767.5396825396824,3350.7175708119144,13
5,IMH-001,ECOM,HW_Add_Add,5.7970721828815375,-1.7477154983223597,28.218363671749515,6328.0,6217.40456326616,13
5,IMH-001,ECOM,HW_Damped_Add,6.39019128109887,-4.78374859550329,31.105484943687422,6328.0,6025.284388876551,13
5,IMH-001,ECOM,HW_Damped_Mul,9.671952822442078,-9.671952822442078,47.080090354164206,6328.0,5715.958825395865,13
5,IMH-001,RETAIL,HW_Add_Add,7.539683456095441,5.913044921667763,25.098816249402226,4327.563791533515,4583.4545825407195,13
5,IMH-001,RETAIL,HW_Damped_Add,6.6413567702336085,4.418888638009793,22.10838083501456,4327.563791533515,4518.794016220215,13
5,IMH-001,RETAIL,HW_Damped_Mul,5.576517757957228,-0.09665474237648272,18.563643332445658,4327.563791533515,4323.380995899629,13
5,IMH-001,WHOLESALE,HW_Add_Add,21.155067443245436,0.22210236995819727,65.04515094213713,3997.089418487146,4005.9670488149545,13
5,IMH-001,WHOLESALE,HW_Damped_Add,21.059510890532525,-1.1495547458148698,64.75134472235567,3997.089418487146,3951.1406873824635,13
5,IMH-001,WHOLESALE,HW_Damped_Mul,19.770963433162915,-4.696498439160116,60.789468255378296,3997.089418487146,3809.366176336063,13
6,APS-001,ECOM,HW_Add_Add,12.117199954231038,-5.597333980897727,43.29993196550971,4645.455366568208,4385.433714767848,13
6,APS-001,ECOM,HW_Damped_Add,12.202954213081203,-5.826603560036117,43.606368567033996,4645.455366568208,4374.783098799856,13
6,APS-001,ECOM,HW_Damped_Mul,11.830584982755184,-1.85801175508226,42.27573422906255,4645.455366568208,4559.142259780271,13
6,APS-001,RETAIL,HW_Add_Add,7.246969336276048,0.9181773161265219,18.49802872778064,3318.2750237041746,3348.742672258518,13
6,APS-001,RETAIL,HW_Damped_Add,7.465916638239347,-0.3636996123006736,19.056895930559275,3318.2750237041746,3306.2064703078922,13
6,APS-001,RETAIL,HW_Damped_Mul,7.386115148960627,0.9729435771081991,18.85320109307622,3318.2750237041746,3350.5599674180894,13
6,APS-001,WHOLESALE,HW_Add_Add,12.461557062135318,5.108920532804836,29.284866820025975,3055.0216699413263,3211.1002993185957,13
6,APS-001,WHOLESALE,HW_Damped_Add,11.934044640745004,3.770078292066735,28.045203836556258,3055.0216699413263,3170.1983787377194,13
6,APS-001,WHOLESALE,HW_Damped_Mul,11.917256420752276,3.732015789700619,28.005751239727392,3055.0216699413263,3169.035561042312,13
6,CTS-001,ECOM,HW_Add_Add,6.171601859940278,-0.8530073721771553,36.24910769614093,7635.593007200115,7570.460835939254,13
6,CTS-001,ECOM,HW_Damped_Add,6.282996853933575,-3.1901060425702568,36.90338987858118,7635.593007200115,7392.009493291351,13
6,CTS-001,ECOM,HW_Damped_Mul,6.476113843574417,0.8513299698200602,38.03766890602206,7635.593007200115,7700.597098843895,13
6,CTS-001,RETAIL,HW_Add_Add,4.917381141158058,1.113961178499928,22.1652122196958,5859.780858641877,5925.056542552317,13
6,CTS-001,RETAIL,HW_Damped_Add,6.5541769215523376,-4.983089081186649,29.543108053126716,5859.780858641877,5567.782758493427,13
6,CTS-001,RETAIL,HW_Damped_Mul,5.327712539339516,3.283117993628183,24.014790737206155,5859.780858641877,6052.1643783991285,13
6,CTS-001,WHOLESALE,HW_Add_Add,17.006908081807243,1.372911793109985,62.679299715472375,4791.175987908043,4856.954608074686,13
6,CTS-001,WHOLESALE,HW_Damped_Add,16.987154502264378,-0.4747770941416622,62.6064975031793,4791.175987908043,4768.42858177744,13
6,CTS-001,WHOLESALE,HW_Damped_Mul,16.47297520993338,-2.664011430833688,60.71147944249021,4791.175987908043,4663.538511918813,13
6,IMH-001,ECOM,HW_Add_Add,11.333316879468336,-6.691525681243417,105.80394806521828,12136.35283894367,11324.245671959441,13
6,IMH-001,ECOM,HW_Damped_Add,12.081050535713173,-8.338762075218122,112.78453228194192,12136.35283894367,11124.331251095176,13
6,IMH-001,ECOM,HW_Damped_Mul,11.339704844340947,-6.098227265357025,105.86358390800041,12136.35283894367,11396.250461099275,13
6,IMH-001,RETAIL,HW_Add_Add,7.496509295689963,-2.757049287785698,50.66451864167225,8785.939113293924,8543.706441545568,13
6,IMH-001,RETAIL,HW_Damped_Add,6.292363489149381,-2.971288806641258,42.526401918753976,8785.939113293924,8524.883487862306,13
6,IMH-001,RETAIL,HW_Damped_Mul,7.052103125204241,-1.88459182657503,47.661037445164816,8785.939113293924,8620.360022876928,13
6,IMH-001,WHOLESALE,HW_Add_Add,14.898916084308594,5.46400723784656,79.41296044124371,6929.151623475814,7307.760969703894,13
6,IMH-001,WHOLESALE,HW_Damped_Add,21.469389509282053,4.558242193415185,114.43435013328948,6929.151623475814,7244.999136422803,13
6,IMH-001,WHOLESALE,HW_Damped_Mul,15.166378696201935,4.533495341485042,80.83856735772049,6929.151623475814,7243.284389530525,13
7,APS-001,ECOM,HW_Add_Add,17.573019971457096,-17.573019971457096,64.88318343282573,4799.865851155667,3956.384466528932,13
7,APS-001,ECOM,HW_Damped_Add,14.395992869955673,-14.110602646513021,53.15294966921593,4799.865851155667,4122.57585333342,13
7,APS-001,ECOM,HW_Damped_Mul,13.605331386646064,-13.50203148878252,50.23366578186063,4799.865851155667,4151.786452513309,13
7,APS-001,RETAIL,HW_Add_Add,14.950421852918486,-8.676929179176968,39.993441052306416,3477.5923970231675,3175.8441675930244,13
7,APS-001,RETAIL,HW_Damped_Add,15.464017634073556,-10.037680074969629,41.36734627052799,3477.5923970231675,3128.522797898514,13
7,APS-001,RETAIL,HW_Damped_Mul,15.455875261561902,-9.942751640358848,41.34556484534318,3477.5923970231675,3131.8240219231525,13
7,APS-001,WHOLESALE,HW_Add_Add,15.381458958142119,-3.4491700981970124,32.07505557785766,2710.898385171876,2617.394888678022,13
7,APS-001,WHOLESALE,HW_Damped_Add,15.400073604105563,-3.6527989415929953,32.11387281915216,2710.898385171876,2611.8747176506563,13
7,APS-001,WHOLESALE,HW_Damped_Mul,15.397837363132744,-3.6566515312313697,32.109209571427485,2710.898385171876,2611.770277860362,13
7,CTS-001,ECOM,HW_Add_Add,8.461908335115544,-2.297080194365238,32.800897571023526,5039.190352060028,4923.436108526494,13
7,CTS-001,ECOM,HW_Damped_Add,8.756863056403148,-3.5825011148403854,33.94423063702895,5039.190352060028,4858.6613015185485,13
7,CTS-001,ECOM,HW_Damped_Mul,11.37395529861143,-9.444931574235971,44.08886600424981,5039.190352060028,4563.242271412458,13
7,CTS-001,RETAIL,HW_Add_Add,18.007916758465463,12.93274052036892,50.88831704806661,3673.6515972280604,4148.755425919953,13
7,CTS-001,RETAIL,HW_Damped_Add,14.200002201167267,8.3594170296958,40.127585205353924,3673.6515972280604,3980.747454458434,13
7,CTS-001,RETAIL,HW_Damped_Mul,10.72492913878161,-2.101341371077142,30.30742543141756,3673.6515972280604,3596.4556363862707,13
7,CTS-001,WHOLESALE,HW_Add_Add,21.768397877750072,-5.788787352080004,51.9645693217741,3103.303260886949,2923.659634224039,13
7,CTS-001,WHOLESALE,HW_Damped_Add,22.820762070115553,-10.194448751875907,54.47672719085753,3103.303260886949,2786.9386003405352,13
7,CTS-001,WHOLESALE,HW_Damped_Mul,22.239250778828307,-9.445652479102447,53.08856881663116,3103.303260886949,2810.176019490914,13
7,IMH-001,ECOM,HW_Add_Add,8.40469012771062,-1.539363354159797,69.03682569712791,10678.308425716226,10513.930458966594,13
7,IMH-001,ECOM,HW_Damped_Add,8.368924634555746,3.063034433709272,68.7430449533544,10678.308425716226,11005.388689733594,13
7,IMH-001,ECOM,HW_Damped_Mul,8.70750780502968,-2.499755763423153,71.52419535495248,10678.308425716226,10411.376795408285,13
7,IMH-001,RETAIL,HW_Add_Add,9.854476706907782,-7.281030981106403,61.43421030208247,8104.385018914692,7514.302234859368,13
7,IMH-001,RETAIL,HW_Damped_Add,10.064020668016784,-8.360723425870491,62.74053717840236,8104.385018914692,7426.799802115553,13
7,IMH-001,RETAIL,HW_Damped_Mul,9.423259943801575,-7.395935490320726,58.74594362914184,8104.385018914692,7504.989931028545,13
7,IMH-001,WHOLESALE,HW_Add_Add,16.159228810302213,-5.1251428297094215,82.66079753999051,6650.010224094225,6309.187701919116,13
7,IMH-001,WHOLESALE,HW_Damped_Add,20.199439577612758,-4.53818095638705,103.32806131699876,6650.010224094225,6348.220726506588,13
7,IMH-001,WHOLESALE,HW_Damped_Mul,16.512586652509174,-6.893973345518617,84.46836158879066,6650.010224094225,6191.560291770907,13
8,APS-001,ECOM,HW_Add_Add,23.19332001109966,23.19332001109966,38.036614048829435,2131.975855108887,2626.4518377436693,13
8,APS-001,ECOM,HW_Damped_Add,21.428638154582522,21.428638154582522,35.14256857956538,2131.975855108887,2588.8292466432376,13
8,APS-001,ECOM,HW_Damped_Mul,7.861763287759023,6.828709699228498,12.893145775449,2131.975855108887,2277.562297111918,13
8,APS-001,RETAIL,HW_Add_Add,13.94543096055078,6.903162261602902,16.57270797959248,1544.9160685256666,1651.56413154157,13
8,APS-001,RETAIL,HW_Damped_Add,19.265681512218894,16.60110466547081,22.895277645634486,1544.9160685256666,1801.3892020552892,13
8,APS-001,RETAIL,HW_Damped_Mul,11.53079709329647,-0.5969669885490104,13.70316439410982,1544.9160685256666,1535.6934295957792,13
8,APS-001,WHOLESALE,HW_Add_Add,20.5619186265438,4.999951696559844,20.951388865826793,1324.6237386823564,1390.8542857776392,13
8,APS-001,WHOLESALE,HW_Damped_Add,20.689021737820948,3.366005409747793,21.080899480025327,1324.6237386823564,1369.210645385208,13
8,APS-001,WHOLESALE,HW_Damped_Mul,20.69272933308929,3.3083772197128534,21.084677302106765,1324.6237386823564,1368.4472886998324,13
8,CTS-001,ECOM,HW_Add_Add,6.266940751461307,2.551241541437512,25.72208501138349,5335.731075325931,5471.858463059037,13
8,CTS-001,ECOM,HW_Damped_Add,6.351496259247508,-0.12593339359614591,26.069135357910252,5335.731075325931,5329.01160810961,13
8,CTS-001,ECOM,HW_Damped_Mul,6.815070171770282,-2.2330838463217653,27.971832073878094,5335.731075325931,5216.579726599657,13
8,CTS-001,RETAIL,HW_Add_Add,9.88167652123539,6.165254972830571,29.728471739529986,3910.9773709286933,4152.099097776153,13
8,CTS-001,RETAIL,HW_Damped_Add,9.299729611913138,3.777537174477012,27.977716975344432,3910.9773709286933,4058.7159950009086,13
8,CTS-001,RETAIL,HW_Damped_Mul,10.08373095993552,5.140220171578502,30.336341229877608,3910.9773709286933,4112.01021865504,13
8,CTS-001,WHOLESALE,HW_Add_Add,28.01272616959425,1.5057128347377302,76.35233454597751,3543.3193580961806,3596.6715724467813,13
8,CTS-001,WHOLESALE,HW_Damped_Add,27.781268457278568,-1.5998501629094326,75.7214663978015,3543.3193580961806,3486.6315575732774,13
8,CTS-001,WHOLESALE,HW_Damped_Mul,27.819849951243125,1.8841475315999126,75.82662528582372,3543.3193580961806,3610.0807223184515,13
