week_start,sku_id,channel_id,mild_exposure_share,normal_exposure_share,severe_exposure_share,reference_unavailable_share,weighted_adverse_dimension_exposure,total_scenario_exposure_share,eligible_weather_share,overlay_eligible_flag,severe_adjustment_pct,mild_adjustment_pct,weather_policy_rationale,severe_adjustment_contribution_pct,mild_adjustment_contribution_pct,weather_adjustment_pct,weather_adjustment_factor,planning_weather_view,regional_weight_lookback_weeks,regional_weight_basis_start,regional_weight_basis_end,regional_weight_method,weather_adjustment_method,weather_adjustment_provenance,weather_input_provenance,largest_demand_region,largest_region_demand_share
2021-07-19,APS-001,WHOLESALE,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,1.1102230246251565e-16,0,6.0,-4.0,Higher assumed weather responsiveness for an alpine performance shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.17386178391711044
2021-07-19,CTS-001,ECOM,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,4.0,-3.0,Moderate assumed weather responsiveness for a core technical shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.18337742472318613
2021-07-19,CTS-001,RETAIL,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,4.0,-3.0,Moderate assumed weather responsiveness for a core technical shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.18295915812800273
2021-07-19,CTS-001,WHOLESALE,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,4.0,-3.0,Moderate assumed weather responsiveness for a core technical shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.18221555639396828
2021-07-19,IMH-001,ECOM,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,5.0,-4.0,Moderately high assumed responsiveness for an insulated midlayer.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.17717960925786447
2021-07-19,IMH-001,RETAIL,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,1.1102230246251565e-16,0,5.0,-4.0,Moderately high assumed responsiveness for an insulated midlayer.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.1981920689068404
2021-07-19,IMH-001,WHOLESALE,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,5.0,-4.0,Moderately high assumed responsiveness for an insulated midlayer.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_MIDWEST,0.1871889366688664
2021-07-26,APS-001,ECOM,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,6.0,-4.0,Higher assumed weather responsiveness for an alpine performance shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.17865178256463096
2021-07-26,APS-001,RETAIL,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,6.0,-4.0,Higher assumed weather responsiveness for an alpine performance shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.1742264470279519
2021-07-26,APS-001,WHOLESALE,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,1.1102230246251565e-16,0,6.0,-4.0,Higher assumed weather responsiveness for an alpine performance shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.17386178391711044
2021-07-26,CTS-001,ECOM,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,4.0,-3.0,Moderate assumed weather responsiveness for a core technical shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.18337742472318613
2021-07-26,CTS-001,RETAIL,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,4.0,-3.0,Moderate assumed weather responsiveness for a core technical shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.18295915812800273
2021-07-26,CTS-001,WHOLESALE,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,4.0,-3.0,Moderate assumed weather responsiveness for a core technical shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.18221555639396828
2021-07-26,IMH-001,ECOM,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,5.0,-4.0,Moderately high assumed responsiveness for an insulated midlayer.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.17717960925786447
2021-07-26,IMH-001,RETAIL,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,1.1102230246251565e-16,0,5.0,-4.0,Moderately high assumed responsiveness for an insulated midlayer.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.1981920689068404
2021-07-26,IMH-001,WHOLESALE,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,5.0,-4.0,Moderately high assumed responsiveness for an insulated midlayer.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_MIDWEST,0.1871889366688664
2021-08-02,APS-001,ECOM,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,6.0,-4.0,Higher assumed weather responsiveness for an alpine performance shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.17865178256463096
2021-08-02,APS-001,RETAIL,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,6.0,-4.0,Higher assumed weather responsiveness for an alpine performance shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.1742264470279519
2021-08-02,APS-001,WHOLESALE,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,1.1102230246251565e-16,0,6.0,-4.0,Higher assumed weather responsiveness for an alpine performance shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.17386178391711044
2021-08-02,CTS-001,ECOM,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,4.0,-3.0,Moderate assumed weather responsiveness for a core technical shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.18337742472318613
2021-08-02,CTS-001,RETAIL,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,4.0,-3.0,Moderate assumed weather responsiveness for a core technical shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.18295915812800273
2021-08-02,CTS-001,WHOLESALE,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,4.0,-3.0,Moderate assumed weather responsiveness for a core technical shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.18221555639396828
2021-08-02,IMH-001,ECOM,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,5.0,-4.0,Moderately high assumed responsiveness for an insulated midlayer.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.17717960925786447
2021-08-02,IMH-001,RETAIL,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,1.1102230246251565e-16,0,5.0,-4.0,Moderately high assumed responsiveness for an insulated midlayer.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.1981920689068404
2021-08-02,IMH-001,WHOLESALE,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,5.0,-4.0,Moderately high assumed responsiveness for an insulated midlayer.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_MIDWEST,0.1871889366688664
2021-08-09,APS-001,ECOM,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,6.0,-4.0,Higher assumed weather responsiveness for an alpine performance shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.17865178256463096
2021-08-09,APS-001,RETAIL,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,6.0,-4.0,Higher assumed weather responsiveness for an alpine performance shell.,0.0,-0.0,0.0,1.0,REFERENCE_UNAVAILABLE,52,2025-06-30,2026-06-22,TRAILING_52_WEEK_RECONSTRUCTED_DEMAND_SHARE,REGIONAL_EXPOSURE_WEIGHTED_SCENARIO_POLICY,PROJECT_ASSUMPTION_NOT_EMPIRICAL_ELASTICITY,PUBLIC_WEATHER_DERIVED_SCENARIOS,US_NE,0.1742264470279519
