forecast_origin,forecast_week_start,horizon_week,sku_id,channel_id,champion_model,champion_family,training_weeks,champion_backtest_wape_pct,champion_backtest_bias_pct,base_forecast_units,iso_week,weather_horizon_mode,weather_data_status,nowcast_available_flag,future_realized_weather_used_flag,analog_week_radius_used,analog_observation_count,mild_positive_analog_count,severe_positive_analog_count,scenario_support_flag,mild_scenario_exposure_share,severe_scenario_exposure_share,scenario_exposure_quantile,sku_mild_policy_cap_pct,sku_severe_policy_cap_pct,mild_scenario_adjustment_pct,normal_scenario_adjustment_pct,severe_scenario_adjustment_pct,recommended_base_adjustment_pct,scenario_width_pp,analog_net_adjustment_median_pct,analog_net_adjustment_min_pct,analog_net_adjustment_max_pct,scenario_method,scenario_provenance,scenario_threshold_provenance,nowcast_governance,mild_scenario_forecast_units,normal_scenario_forecast_units,severe_scenario_forecast_units,operational_forecast_units,scenario_range_units,scenario_range_pct,planner_status,forecast_target,model_selection_status,weather_framework_status,forecast_provenance
2026-06-22,2026-07-06,2,APS-001,RETAIL,HW_Damped_Mul,ETS,260,8.83,-0.97,103.458,28,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,13,4,ADEQUATE,0.2658997530872485,0.108131374282692,0.75,-4.0,6.0,-1.063599012348994,0.0,0.648788245696152,0.0,1.712387258045146,-0.2921348295502688,-1.7982486361723968,0.5678946372060392,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED,102.358,103.458,104.129,103.458,1.772,1.712,BASE_FORECAST_PENDING_NOWCAST,RECONSTRUCTED_DEMAND_UNITS,FROZEN_STEP4B_CHAMPION,FROZEN_STEP4C,DERIVED_FROM_SYNTHETIC_CASE_STUDY_DEMAND
2026-06-22,2026-07-06,2,APS-001,WHOLESALE,HW_Damped_Add,ETS,260,18.26,-0.35,86.943,28,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,13,4,ADEQUATE,0.2887722122331604,0.1187350829217762,0.75,-4.0,6.0,-1.1550888489326416,0.0,0.7124104975306573,0.0,1.867499346463299,-0.2916896624550169,-1.85188555812248,0.6466106996998623,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED,85.938,86.943,87.562,86.943,1.624,1.867,BASE_FORECAST_PENDING_NOWCAST,RECONSTRUCTED_DEMAND_UNITS,FROZEN_STEP4B_CHAMPION,FROZEN_STEP4C,DERIVED_FROM_SYNTHETIC_CASE_STUDY_DEMAND
2026-06-22,2026-07-06,2,CTS-001,ECOM,HW_Damped_Mul,ETS,260,8.37,-1.12,478.195,28,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,13,4,ADEQUATE,0.2768123586781817,0.1109170869776137,0.75,-3.0,4.0,-0.8304370760345452,0.0,0.4436683479104548,0.0,1.274105423945,-0.2023616572962491,-1.4235317213974017,0.4405710827889721,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED,474.224,478.195,480.317,478.195,6.093,1.274,BASE_FORECAST_PENDING_NOWCAST,RECONSTRUCTED_DEMAND_UNITS,FROZEN_STEP4B_CHAMPION,FROZEN_STEP4C,DERIVED_FROM_SYNTHETIC_CASE_STUDY_DEMAND
2026-06-22,2026-07-06,2,CTS-001,RETAIL,HW_Damped_Mul,ETS,260,9.18,0.8,326.908,28,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,13,4,ADEQUATE,0.2830757385358141,0.1113390661200133,0.75,-3.0,4.0,-0.8492272156074423,0.0,0.4453562644800533,0.0,1.2945834800874956,-0.2023216416856012,-1.445145755536824,0.4428610010882908,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED,324.132,326.908,328.364,326.908,4.232,1.295,BASE_FORECAST_PENDING_NOWCAST,RECONSTRUCTED_DEMAND_UNITS,FROZEN_STEP4B_CHAMPION,FROZEN_STEP4C,DERIVED_FROM_SYNTHETIC_CASE_STUDY_DEMAND
2026-06-22,2026-07-06,2,CTS-001,WHOLESALE,Seasonal_MA_2Y,BASELINE,260,21.73,2.41,226.5,28,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,13,4,ADEQUATE,0.2753486005739948,0.111885656467127,0.75,-3.0,4.0,-0.8260458017219844,0.0,0.447542625868508,0.0,1.2735884275904923,-0.2191035989958813,-1.406042434940043,0.4453866010893514,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED,224.629,226.5,227.514,226.5,2.885,1.274,BASE_FORECAST_PENDING_NOWCAST,RECONSTRUCTED_DEMAND_UNITS,FROZEN_STEP4B_CHAMPION,FROZEN_STEP4C,DERIVED_FROM_SYNTHETIC_CASE_STUDY_DEMAND
2026-06-22,2026-07-06,2,IMH-001,ECOM,HW_Damped_Mul,ETS,260,8.68,-1.32,487.617,28,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,13,4,ADEQUATE,0.2697095530761241,0.0932825568758407,0.75,-4.0,5.0,-1.0788382123044964,0.0,0.4664127843792037,0.0,1.5452509966837005,-0.3164581142935512,-1.7875566493359545,0.4142491435339425,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED,482.356,487.617,489.891,487.617,7.535,1.545,BASE_FORECAST_PENDING_NOWCAST,RECONSTRUCTED_DEMAND_UNITS,FROZEN_STEP4B_CHAMPION,FROZEN_STEP4C,DERIVED_FROM_SYNTHETIC_CASE_STUDY_DEMAND
2026-06-22,2026-07-06,2,IMH-001,RETAIL,HW_Damped_Mul,ETS,260,8.48,-1.21,306.074,28,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,13,4,ADEQUATE,0.2633838221602913,0.087904836230663,0.75,-4.0,5.0,-1.0535352886411653,0.0,0.4395241811533154,0.0,1.4930594697944808,-0.300281290375878,-1.8463035642685268,0.3900866669767895,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED,302.85,306.074,307.42,306.074,4.57,1.493,BASE_FORECAST_PENDING_NOWCAST,RECONSTRUCTED_DEMAND_UNITS,FROZEN_STEP4B_CHAMPION,FROZEN_STEP4C,DERIVED_FROM_SYNTHETIC_CASE_STUDY_DEMAND
2026-06-22,2026-07-06,2,IMH-001,WHOLESALE,HW_Add_Add,ETS,260,18.55,1.41,284.134,28,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,13,4,ADEQUATE,0.2906340227352518,0.0858687839706595,0.75,-4.0,5.0,-1.1625360909410072,0.0,0.4293439198532978,0.0,1.591880010794305,-0.318684910949021,-1.8494534916407632,0.4017013949773023,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED,280.831,284.134,285.354,284.134,4.523,1.592,BASE_FORECAST_PENDING_NOWCAST,RECONSTRUCTED_DEMAND_UNITS,FROZEN_STEP4B_CHAMPION,FROZEN_STEP4C,DERIVED_FROM_SYNTHETIC_CASE_STUDY_DEMAND
2026-06-22,2026-07-13,3,APS-001,ECOM,HW_Damped_Mul,ETS,260,10.55,-3.09,138.086,29,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,12,5,ADEQUATE,0.2968834657018228,0.1518354368258117,0.75,-4.0,6.0,-1.1875338628072911,0.0,0.91101262095487,0.0,2.098546483762161,-0.287954761024276,-2.3302092155210268,1.3151850512154766,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED,136.446,138.086,139.344,138.086,2.898,2.099,BASE_FORECAST_PENDING_NOWCAST,RECONSTRUCTED_DEMAND_UNITS,FROZEN_STEP4B_CHAMPION,FROZEN_STEP4C,DERIVED_FROM_SYNTHETIC_CASE_STUDY_DEMAND
2026-06-22,2026-07-13,3,APS-001,RETAIL,HW_Damped_Mul,ETS,260,8.83,-0.97,89.682,29,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,12,5,ADEQUATE,0.2976613099533861,0.1485781785277485,0.75,-4.0,6.0,-1.1906452398135443,0.0,0.891469071166491,0.0,2.0821143109800357,-0.2921348295502688,-2.314387492838873,1.30255670751091,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED,88.614,89.682,90.482,89.682,1.867,2.082,BASE_FORECAST_PENDING_NOWCAST,RECONSTRUCTED_DEMAND_UNITS,FROZEN_STEP4B_CHAMPION,FROZEN_STEP4C,DERIVED_FROM_SYNTHETIC_CASE_STUDY_DEMAND
2026-06-22,2026-07-13,3,APS-001,WHOLESALE,HW_Damped_Add,ETS,260,18.26,-0.35,80.485,29,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,12,5,ADEQUATE,0.3087078299472933,0.1516349818371739,0.75,-4.0,6.0,-1.2348313197891732,0.0,0.9098098910230432,0.0,2.1446412108122166,-0.2916896624550169,-2.260182252635928,1.2698631523413104,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED,79.491,80.485,81.217,80.485,1.726,2.145,BASE_FORECAST_PENDING_NOWCAST,RECONSTRUCTED_DEMAND_UNITS,FROZEN_STEP4B_CHAMPION,FROZEN_STEP4C,DERIVED_FROM_SYNTHETIC_CASE_STUDY_DEMAND
2026-06-22,2026-07-13,3,CTS-001,ECOM,HW_Damped_Mul,ETS,260,8.37,-1.12,453.226,29,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,12,5,ADEQUATE,0.3008512302291117,0.1132400358187258,0.75,-3.0,4.0,-0.9025536906873352,0.0,0.4529601432749032,0.0,1.3555138339622386,-0.2023616572962491,-1.7218772381796588,0.6825554541957817,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED,449.135,453.226,455.279,453.226,6.144,1.356,BASE_FORECAST_PENDING_NOWCAST,RECONSTRUCTED_DEMAND_UNITS,FROZEN_STEP4B_CHAMPION,FROZEN_STEP4C,DERIVED_FROM_SYNTHETIC_CASE_STUDY_DEMAND
2026-06-22,2026-07-13,3,CTS-001,RETAIL,HW_Damped_Mul,ETS,260,9.18,0.8,299.867,29,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,12,5,ADEQUATE,0.305962646111525,0.1132105136638352,0.75,-3.0,4.0,-0.917887938334575,0.0,0.4528420546553408,0.0,1.370729992989916,-0.2023216416856012,-1.699088435475982,0.6912844614173594,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED,297.114,299.867,301.225,299.867,4.11,1.371,BASE_FORECAST_PENDING_NOWCAST,RECONSTRUCTED_DEMAND_UNITS,FROZEN_STEP4B_CHAMPION,FROZEN_STEP4C,DERIVED_FROM_SYNTHETIC_CASE_STUDY_DEMAND
2026-06-22,2026-07-13,3,CTS-001,WHOLESALE,Seasonal_MA_2Y,BASELINE,260,21.73,2.41,223.5,29,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,12,5,ADEQUATE,0.2986567198099304,0.1135026750514947,0.75,-3.0,4.0,-0.8959701594297913,0.0,0.4540107002059788,0.0,1.34998085963577,-0.2191035989958813,-1.7023970362500989,0.6892958123046456,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED,221.498,223.5,224.515,223.5,3.017,1.35,BASE_FORECAST_PENDING_NOWCAST,RECONSTRUCTED_DEMAND_UNITS,FROZEN_STEP4B_CHAMPION,FROZEN_STEP4C,DERIVED_FROM_SYNTHETIC_CASE_STUDY_DEMAND
2026-06-22,2026-07-13,3,IMH-001,ECOM,HW_Damped_Mul,ETS,260,8.68,-1.32,463.722,29,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,12,5,ADEQUATE,0.3074107938142952,0.1245807413829975,0.75,-4.0,5.0,-1.229643175257181,0.0,0.6229037069149875,0.0,1.8525468821721685,-0.3164581142935512,-2.347845926236268,0.9701034010318728,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED,458.02,463.722,466.611,463.722,8.591,1.853,BASE_FORECAST_PENDING_NOWCAST,RECONSTRUCTED_DEMAND_UNITS,FROZEN_STEP4B_CHAMPION,FROZEN_STEP4C,DERIVED_FROM_SYNTHETIC_CASE_STUDY_DEMAND
2026-06-22,2026-07-13,3,IMH-001,RETAIL,HW_Damped_Mul,ETS,260,8.48,-1.21,325.771,29,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,12,5,ADEQUATE,0.3079414761523341,0.1175673447365786,0.75,-4.0,5.0,-1.2317659046093363,0.0,0.587836723682893,0.0,1.8196026282922293,-0.300281290375878,-2.3880295385483103,0.9604609708826146,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED,321.758,325.771,327.686,325.771,5.928,1.82,BASE_FORECAST_PENDING_NOWCAST,RECONSTRUCTED_DEMAND_UNITS,FROZEN_STEP4B_CHAMPION,FROZEN_STEP4C,DERIVED_FROM_SYNTHETIC_CASE_STUDY_DEMAND
2026-06-22,2026-07-13,3,IMH-001,WHOLESALE,HW_Add_Add,ETS,260,18.55,1.41,289.541,29,NOWCAST_REQUIRED,POINT_IN_TIME_NOWCAST_NOT_SUPPLIED,0,0,2,20,12,5,ADEQUATE,0.3259431876186559,0.1024542988962571,0.75,-4.0,5.0,-1.3037727504746237,0.0,0.5122714944812855,0.0,1.816044244955909,-0.3206664852892777,-2.316138954799872,0.8770334716066006,CONDITIONAL_P75_SCENARIO_EXPOSURE_X_FROZEN_SKU_POLICY_CAP,HISTORICAL_PUBLIC_WEATHER_DERIVED_OVERLAY,PROJECT_ASSUMPTION,NO_REALIZED_FUTURE_WEATHER_USED,285.767,289.541,291.025,289.541,5.258,1.816,BASE_FORECAST_PENDING_NOWCAST,RECONSTRUCTED_DEMAND_UNITS,FROZEN_STEP4B_CHAMPION,FROZEN_STEP4C,DERIVED_FROM_SYNTHETIC_CASE_STUDY_DEMAND
