forecast_version,version_name,planning_cycle,forecast_as_of_date,planning_month,sku_id,channel_id,forecast_units,previous_version_units,change_units,change_pct,change_reason,owner_role,approval_status,actual_demand_units,forecast_error_vs_actual,fva_status,provenance
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-02,HIS-001,ECOM,1270.76,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-02,HIS-001,RETAIL,988.37,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-02,HIS-001,WHOLESALE,564.77,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-03,HIS-001,ECOM,1058.96,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-03,HIS-001,RETAIL,823.62,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-03,HIS-001,WHOLESALE,470.65,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-04,HIS-001,ECOM,1063.57,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-04,HIS-001,RETAIL,827.2,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-04,HIS-001,WHOLESALE,472.7,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-05,HIS-001,ECOM,677.54,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-05,HIS-001,RETAIL,526.98,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-05,HIS-001,WHOLESALE,301.12,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-06,HIS-001,ECOM,588.44,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-06,HIS-001,RETAIL,457.67,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-06,HIS-001,WHOLESALE,261.51,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-07,HIS-001,ECOM,680.45,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-07,HIS-001,RETAIL,529.24,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-07,HIS-001,WHOLESALE,302.41,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-08,HIS-001,ECOM,605.4,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-08,HIS-001,RETAIL,470.86,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-08,HIS-001,WHOLESALE,269.05,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-09,HIS-001,ECOM,969.35,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-09,HIS-001,RETAIL,753.95,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-09,HIS-001,WHOLESALE,430.83,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-10,HIS-001,ECOM,1111.44,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-10,HIS-001,RETAIL,864.46,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-10,HIS-001,WHOLESALE,493.98,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-11,HIS-001,ECOM,1350.36,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-11,HIS-001,RETAIL,1050.28,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-11,HIS-001,WHOLESALE,600.17,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-12,HIS-001,ECOM,1841.14,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-12,HIS-001,RETAIL,1432.01,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2027-12,HIS-001,WHOLESALE,818.3,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2028-01,HIS-001,ECOM,1346.96,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2028-01,HIS-001,RETAIL,1047.62,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2028-01,HIS-001,WHOLESALE,598.65,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2028-02,HIS-001,ECOM,1228.34,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2028-02,HIS-001,RETAIL,955.37,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V0_ANALYTICAL_BASELINE,ANALYTICAL BASELINE,CYCLE_01_2026-08,2026-08-24,2028-02,HIS-001,WHOLESALE,545.93,,0.0,0.0,Step 7C cold-start analytical baseline (BASE/NORMAL); anchor version,DEMAND PLANNING,BASELINE,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V1_COMMERCIAL_PLAN,COMMERCIAL / TOP-DOWN PLAN,CYCLE_01_2026-08,2026-08-24,2026-09,HIS-001,ECOM,611.63,551.5,60.13,10.903,Top-down Option B: category +5% growth x HIS 19% share; level-scaled to V0 shape; 45/35/20 mix preserved,MERCHANDISING / COMMERCIAL PLANNING,PROPOSED,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V1_COMMERCIAL_PLAN,COMMERCIAL / TOP-DOWN PLAN,CYCLE_01_2026-08,2026-08-24,2026-09,HIS-001,RETAIL,475.73,428.96,46.77,10.903,Top-down Option B: category +5% growth x HIS 19% share; level-scaled to V0 shape; 45/35/20 mix preserved,MERCHANDISING / COMMERCIAL PLANNING,PROPOSED,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V1_COMMERCIAL_PLAN,COMMERCIAL / TOP-DOWN PLAN,CYCLE_01_2026-08,2026-08-24,2026-09,HIS-001,WHOLESALE,271.84,245.12,26.72,10.901,Top-down Option B: category +5% growth x HIS 19% share; level-scaled to V0 shape; 45/35/20 mix preserved,MERCHANDISING / COMMERCIAL PLANNING,PROPOSED,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V1_COMMERCIAL_PLAN,COMMERCIAL / TOP-DOWN PLAN,CYCLE_01_2026-08,2026-08-24,2026-10,HIS-001,ECOM,1297.93,1170.33,127.6,10.903,Top-down Option B: category +5% growth x HIS 19% share; level-scaled to V0 shape; 45/35/20 mix preserved,MERCHANDISING / COMMERCIAL PLANNING,PROPOSED,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V1_COMMERCIAL_PLAN,COMMERCIAL / TOP-DOWN PLAN,CYCLE_01_2026-08,2026-08-24,2026-10,HIS-001,RETAIL,1009.49,910.25,99.24,10.902,Top-down Option B: category +5% growth x HIS 19% share; level-scaled to V0 shape; 45/35/20 mix preserved,MERCHANDISING / COMMERCIAL PLANNING,PROPOSED,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V1_COMMERCIAL_PLAN,COMMERCIAL / TOP-DOWN PLAN,CYCLE_01_2026-08,2026-08-24,2026-10,HIS-001,WHOLESALE,576.84,520.13,56.71,10.903,Top-down Option B: category +5% growth x HIS 19% share; level-scaled to V0 shape; 45/35/20 mix preserved,MERCHANDISING / COMMERCIAL PLANNING,PROPOSED,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
V1_COMMERCIAL_PLAN,COMMERCIAL / TOP-DOWN PLAN,CYCLE_01_2026-08,2026-08-24,2026-11,HIS-001,ECOM,1528.14,1377.91,150.23,10.903,Top-down Option B: category +5% growth x HIS 19% share; level-scaled to V0 shape; 45/35/20 mix preserved,MERCHANDISING / COMMERCIAL PLANNING,PROPOSED,,,NOT YET MEASURABLE - NO LAUNCH ACTUALS,DERIVED from Step 7C V0 (frozen) + SYNTHETIC COMMERCIAL PLANNING ASSUMPTIONS (Option B)
