fold,sku_id,channel_id,model,wape_pct,bias_pct,mae_units,actual_units_total,forecast_units_total,test_observations
2,APS-001,WHOLESALE,Seasonal_Naive,15.459592523283975,-13.41606264780898,40.026050917281886,3365.7980386027184,2914.2404651450524,13
2,CTS-001,ECOM,Seasonal_MA_2Y,10.890013714037442,-9.526884224475179,60.70259732854751,7246.398269029805,6556.042295494964,13
2,CTS-001,ECOM,Seasonal_Naive,11.488704976874422,-3.242790399427129,64.03979373678224,7246.398269029805,7011.412761657454,13
2,CTS-001,RETAIL,Seasonal_MA_2Y,14.44380313481401,0.23802217983670088,56.767386089734494,5109.291592238606,5121.452839460665,13
2,CTS-001,RETAIL,Seasonal_Naive,15.701670018748851,5.737903384794725,61.71108508530654,5109.291592238606,5402.457807448697,13
2,CTS-001,WHOLESALE,Seasonal_MA_2Y,30.119974297355444,21.77254086980396,99.24148389865367,4283.334633508544,5215.92541717966,13
2,CTS-001,WHOLESALE,Seasonal_Naive,35.558590104185974,30.73889487381496,117.16103116307228,4283.334633508544,5599.984363596443,13
2,IMH-001,ECOM,Seasonal_MA_2Y,11.272297594856541,-7.822308493822303,93.69077372601168,10805.073661237497,9959.867466470758,13
2,IMH-001,ECOM,Seasonal_Naive,10.838482453580738,-1.743685351442711,90.08507791305384,10805.073661237497,10616.667174593902,13
2,IMH-001,RETAIL,Seasonal_MA_2Y,9.827222061259908,-8.18937308696804,63.97310824599401,8462.721224916531,7769.677410498085,13
2,IMH-001,RETAIL,Seasonal_Naive,9.018508547376063,-3.987348559252525,58.70855669305429,8462.721224916531,8125.283032081265,13
2,IMH-001,WHOLESALE,Seasonal_MA_2Y,22.17166225849623,-2.7413264206170553,121.53879771491498,7126.233260604687,6930.879945436931,13
2,IMH-001,WHOLESALE,Seasonal_Naive,27.839484509227308,0.6669249873128891,152.60820035980353,7126.233260604687,7173.759890873862,13
3,APS-001,ECOM,Seasonal_MA_2Y,11.538515799159894,-8.272178408959045,34.49727282304105,3886.67446061118,3565.161815053977,13
3,APS-001,ECOM,Seasonal_Naive,15.09690263360782,-11.576495859696978,45.13595838490552,3886.67446061118,3436.7337525986272,13
3,APS-001,RETAIL,Seasonal_MA_2Y,8.379494496361833,-6.129866302819367,20.224549773135912,3137.6492599275507,2945.3155552425906,13
3,APS-001,RETAIL,Seasonal_Naive,10.89084794537007,-3.9216198468340195,26.28589307367222,3137.6492599275507,3014.6025838261908,13
3,APS-001,WHOLESALE,Seasonal_MA_2Y,22.93258935302106,3.2165856300490714,45.10822151447719,2557.089697378426,2639.3406771317664,13
3,APS-001,WHOLESALE,Seasonal_Naive,34.16777420511543,6.953906533683356,67.20774107865617,2557.089697378426,2734.907324916569,13
3,CTS-001,ECOM,Seasonal_MA_2Y,8.168976837038803,-5.414799061709465,26.85110204130246,4273.048308256256,4041.671328554404,13
3,CTS-001,ECOM,Seasonal_Naive,7.5982495968536705,0.6329363986400797,24.97514429657258,4273.048308256256,4300.093986330683,13
3,CTS-001,RETAIL,Seasonal_MA_2Y,11.80800696160672,1.5681808623224793,27.20910904132175,2995.581038250439,3042.5571668076436,13
3,CTS-001,RETAIL,Seasonal_Naive,15.37124453144996,7.94917744662331,35.41985280978635,2995.581038250439,3233.7050905383676,13
3,CTS-001,WHOLESALE,Seasonal_MA_2Y,25.67447844377439,0.05250924378417291,56.990572201099226,2885.657211057932,2887.172447837662,13
3,CTS-001,WHOLESALE,Seasonal_Naive,28.0821024381341,-4.507499520208402,62.334862617130156,2885.657211057932,2755.5862261146367,13
3,IMH-001,ECOM,Seasonal_MA_2Y,11.128853469610707,-6.926539000446496,79.01755408471205,9230.31474811205,8590.973397220105,13
3,IMH-001,ECOM,Seasonal_Naive,11.052481142177148,-3.462386363242189,78.47529206912927,9230.31474811205,8910.725588989086,13
3,IMH-001,RETAIL,Seasonal_MA_2Y,10.917250813132256,-5.825795998540271,60.454726872186036,7198.803643798797,6779.416029175596,13
3,IMH-001,RETAIL,Seasonal_Naive,11.09866456309072,-3.8040168495694493,61.459312998521575,7198.803643798797,6924.959940221271,13
3,IMH-001,WHOLESALE,Seasonal_MA_2Y,23.517243428589023,4.062574363445891,107.06393178643422,5918.342927605403,6158.780010123112,13
3,IMH-001,WHOLESALE,Seasonal_Naive,25.357662262671965,11.343292097608208,115.44257008683925,5918.342927605403,6589.677853221822,13
4,APS-001,ECOM,Seasonal_MA_2Y,13.552411583678495,-13.309130890592769,21.425728148044048,2055.2391299864194,1781.7046640618466,13
4,APS-001,ECOM,Seasonal_Naive,12.499151784898622,-12.207214953195752,19.76057372304865,2055.2391299864194,1804.3516715867868,13
4,APS-001,RETAIL,Seasonal_MA_2Y,9.593937184614031,-5.76634544574086,10.990128375362282,1489.1870368802865,1403.3153680005767,13
4,APS-001,RETAIL,Seasonal_Naive,12.21760716380181,-3.4880119698805454,13.995617084637985,1489.1870368802865,1437.2440147799925,13
4,APS-001,WHOLESALE,Seasonal_MA_2Y,17.02304639312985,-4.762296563450161,18.50704562747197,1413.328658108066,1346.0217559927291,13
4,APS-001,WHOLESALE,Seasonal_Naive,16.130968906242433,-2.7990154109505014,17.53720049095581,1413.328658108066,1373.7693711602415,13
4,CTS-001,ECOM,Seasonal_MA_2Y,9.631032424466774,-7.46972883184404,36.444830939716134,4919.335553400349,4551.874527232849,13
4,CTS-001,ECOM,Seasonal_Naive,7.569551671012488,-3.0825802294978515,28.64397281424058,4919.335553400349,4767.693088208571,13
4,CTS-001,RETAIL,Seasonal_MA_2Y,9.478526423997943,-3.180054825880848,26.628349037144513,3652.134540728203,3535.9946600181142,13
4,CTS-001,RETAIL,Seasonal_Naive,10.588922788875017,-1.1266074738793812,29.747823589503433,3652.134540728203,3610.989320036228,13
4,CTS-001,WHOLESALE,Seasonal_MA_2Y,23.2894141896761,15.607880281689232,55.23717508788515,3083.3032994914233,3564.541587197419,13
4,CTS-001,WHOLESALE,Seasonal_Naive,22.206942380430185,15.709668913575788,52.669799010151,3083.3032994914233,3567.680039442884,13
4,IMH-001,ECOM,Seasonal_MA_2Y,10.607196914084112,-10.377571049435728,46.19338910416947,5661.383145973727,5073.869087619523,13
4,IMH-001,ECOM,Seasonal_Naive,7.619319095059248,-6.5999243612613085,33.18144977581863,5661.383145973727,5287.736140538264,13
4,IMH-001,RETAIL,Seasonal_MA_2Y,9.241094547412104,-6.463159804880858,29.755110670561653,4185.829251423755,3915.2924177447894,13
4,IMH-001,RETAIL,Seasonal_Naive,8.124540056959797,-1.2094896256805108,26.159951865220254,4185.829251423755,4135.202080879084,13
4,IMH-001,WHOLESALE,Seasonal_MA_2Y,17.438097534265392,-10.089004335258142,53.90225417727451,4018.3816091615176,3612.9669144059967,13
4,IMH-001,WHOLESALE,Seasonal_Naive,20.68850639319492,-12.789823630468156,63.94947200879612,4018.3816091615176,3504.4376885505912,13
5,APS-001,ECOM,Seasonal_MA_2Y,13.19841672645552,-6.975732515302517,20.88385609885417,2056.990129285104,1913.5,13
5,APS-001,ECOM,Seasonal_Naive,15.507615945438083,-4.909606898318121,24.537702252700324,2056.990129285104,1956.0,13
5,APS-001,RETAIL,Seasonal_MA_2Y,8.703024518693983,-7.266055217583599,10.249485029323454,1531.0,1419.7566946187949,13
5,APS-001,RETAIL,Seasonal_Naive,7.543214288857598,-5.975611414918996,8.883585443262294,1531.0,1439.5133892375902,13
5,APS-001,WHOLESALE,Seasonal_MA_2Y,16.657940663176266,-12.033158813263526,18.35576923076923,1432.5,1260.125,13
5,APS-001,WHOLESALE,Seasonal_Naive,23.43804537521815,-18.93542757417103,25.826923076923077,1432.5,1161.25,13
5,CTS-001,ECOM,Seasonal_MA_2Y,12.495599366308749,-12.495599366308749,54.60576923076923,5681.0,4971.125,13
5,CTS-001,ECOM,Seasonal_Naive,11.402041894032742,-11.402041894032742,49.82692307692308,5681.0,5033.25,13
5,CTS-001,RETAIL,Seasonal_MA_2Y,11.716524216524217,-9.484805318138651,37.96153846153846,4212.0,3812.5,13
5,CTS-001,RETAIL,Seasonal_Naive,8.665716999050332,-7.2412155745489075,28.076923076923077,4212.0,3907.0,13
5,CTS-001,WHOLESALE,Seasonal_MA_2Y,23.03954734670029,1.3555005011264014,66.7710837664963,3767.5396825396824,3818.608701816644,13
5,CTS-001,WHOLESALE,Seasonal_Naive,26.529494024286087,0.46705825675567475,76.88532422630554,3767.5396825396824,3785.136287703531,13
5,IMH-001,ECOM,Seasonal_MA_2Y,14.59386852085967,-14.59386852085967,71.03846153846153,6328.0,5404.5,13
5,IMH-001,ECOM,Seasonal_Naive,11.694058154235146,-11.283185840707963,56.92307692307692,6328.0,5614.0,13
5,IMH-001,RETAIL,Seasonal_MA_2Y,7.257288549921592,-5.8939348746868525,24.158753194885726,4327.563791533515,4072.5,13
5,IMH-001,RETAIL,Seasonal_Naive,9.348534441595218,-4.449704286514458,31.120291656424193,4327.563791533515,4135.0,13
5,IMH-001,WHOLESALE,Seasonal_MA_2Y,19.619352802287928,-6.022695596746254,60.32331344891631,3997.089418487146,3756.35689008191,13
5,IMH-001,WHOLESALE,Seasonal_Naive,19.55253068776796,-2.9313985770918825,60.117856551325005,3997.089418487146,3879.9187961485236,13
6,APS-001,ECOM,Seasonal_MA_2Y,14.040566834867965,-9.17339208428257,50.1729435020746,4645.455366568208,4219.309531692561,13
6,APS-001,ECOM,Seasonal_Naive,15.06737662642284,-6.930391763316847,53.84217354563105,4645.455366568208,4323.507110475005,13
6,APS-001,RETAIL,Seasonal_MA_2Y,7.9237490845394,-1.1162422085795622,20.22552206255839,3318.2750237041746,3281.235037292835,13
6,APS-001,RETAIL,Seasonal_Naive,9.768259049829494,-2.246593104174856,24.933669253939605,3318.2750237041746,3243.72688584408,13
6,APS-001,WHOLESALE,Seasonal_MA_2Y,12.358615276344004,2.782225172700388,29.04295190746065,3055.0216699413263,3140.019251873886,13
6,APS-001,WHOLESALE,Seasonal_Naive,14.539092100313994,10.172640401184498,34.167108790563084,3055.0216699413263,3365.7980386027184,13
6,CTS-001,ECOM,Seasonal_MA_2Y,8.380961089437122,-6.635863008658191,49.22585222163257,7635.593007200115,7128.90551534363,13
6,CTS-001,ECOM,Seasonal_Naive,9.418976856049435,-5.097112140514954,55.32267216694676,7635.593007200115,7246.398269029805,13
6,CTS-001,RETAIL,Seasonal_MA_2Y,10.305951252555753,-10.305951252555753,46.45431990755575,5859.780858641877,5255.874699843652,13
6,CTS-001,RETAIL,Seasonal_Naive,14.532252017992567,-12.80746301794657,65.5044709292251,5859.780858641877,5109.291592238606,13
6,CTS-001,WHOLESALE,Seasonal_MA_2Y,19.667839260532745,3.140847070202403,72.48621476853812,4791.175987908043,4941.6594985524935,13
6,CTS-001,WHOLESALE,Seasonal_Naive,29.41100996779184,-10.599513682678053,108.39486518292951,4791.175987908043,4283.334633508544,13
6,IMH-001,ECOM,Seasonal_MA_2Y,14.899552520926203,-11.745558488163093,139.09709733564083,12136.35283894367,10710.8704179157,13
6,IMH-001,ECOM,Seasonal_Naive,16.4202153500642,-10.969351298310203,153.2934824460139,12136.35283894367,10805.073661237497,13
6,IMH-001,RETAIL,Seasonal_MA_2Y,7.59466645648428,-5.599139471051875,51.32790544034353,8785.939113293924,8294.002128498898,13
6,IMH-001,RETAIL,Seasonal_Naive,5.830312134282107,-3.678808653343996,39.40366724869334,8785.939113293924,8462.721224916531,13
6,IMH-001,WHOLESALE,Seasonal_MA_2Y,21.35509224897519,3.187186025995486,113.82513240497093,6929.151623475814,7149.996575739275,13
6,IMH-001,WHOLESALE,Seasonal_Naive,24.797179090374392,2.8442390618378868,132.17185673206785,6929.151623475814,7126.233260604687,13
7,APS-001,ECOM,Seasonal_MA_2Y,23.71236571698617,-23.71236571698617,87.55090342698175,4799.865851155667,3661.7041066049037,13
7,APS-001,ECOM,Seasonal_Naive,20.999747978673593,-19.0253523507249,77.53536400439278,4799.865851155667,3886.67446061118,13
7,APS-001,RETAIL,Seasonal_MA_2Y,16.37688489426272,-11.544379826973199,43.80933107323968,3477.5923970231675,3076.125921876871,13
7,APS-001,RETAIL,Seasonal_Naive,14.544508804557793,-9.775243855105309,38.907594797820536,3477.5923970231675,3137.6492599275507,13
7,APS-001,WHOLESALE,Seasonal_MA_2Y,18.632455875383407,-2.394035659151549,38.85438041874085,2710.898385171876,2645.998511147498,13
7,APS-001,WHOLESALE,Seasonal_Naive,22.732541112711786,-5.67371645631408,47.404314610233584,2710.898385171876,2557.089697378426,13
7,CTS-001,ECOM,Seasonal_MA_2Y,16.165676385563422,-14.935320005502206,62.66301575127372,5039.190352060028,4286.571147293469,13
7,CTS-001,ECOM,Seasonal_Naive,17.430532906804466,-15.203673413340546,67.565979427103,5039.190352060028,4273.048308256256,13
7,CTS-001,RETAIL,Seasonal_MA_2Y,17.506945692806195,-15.216699734276782,49.47263000535568,3673.6515972280604,3114.643064394403,13
7,CTS-001,RETAIL,Seasonal_Naive,20.85680135785674,-18.457671911219247,58.93893970873752,3673.6515972280604,2995.581038250439,13
7,CTS-001,WHOLESALE,Seasonal_MA_2Y,22.942039393433316,-9.1090531132904,54.76623512387573,3103.303260886949,2820.6217185862843,13
7,CTS-001,WHOLESALE,Seasonal_Naive,23.95848595882604,-7.013367097317212,57.19265200149156,3103.303260886949,2885.657211057932,13
7,IMH-001,ECOM,Seasonal_MA_2Y,15.056581932899352,-15.056581932899352,123.67601978197374,10678.308425716226,9070.520168550569,13
7,IMH-001,ECOM,Seasonal_Naive,16.016214607232,-13.560140987471566,131.55852260652676,10678.308425716226,9230.31474811205,13
7,IMH-001,RETAIL,Seasonal_MA_2Y,13.751357743189496,-12.86344644870126,85.72792129510884,8104.385018914692,7061.881792010034,13
7,IMH-001,RETAIL,Seasonal_Naive,12.875910773445105,-11.173967833492297,80.27026029014677,8104.385018914692,7198.803643798797,13
7,IMH-001,WHOLESALE,Seasonal_MA_2Y,17.231948027189134,-5.9548755616319555,88.14817735528312,6650.010224094225,6254.010390413612,13
7,IMH-001,WHOLESALE,Seasonal_Naive,20.06079045241588,-11.002498820796628,102.61881662459801,6650.010224094225,5918.342927605403,13
8,APS-001,ECOM,Seasonal_MA_2Y,11.078007931296288,-9.483243153893893,18.167727255560333,2131.975855108887,1929.7954007866028,13
8,APS-001,ECOM,Seasonal_Naive,9.252704003704826,-3.599324304662395,15.174262715667707,2131.975855108887,2055.2391299864194,13
8,APS-001,RETAIL,Seasonal_MA_2Y,12.210248024056492,-5.288348303186139,14.510621825422033,1544.9160685256666,1463.2155258301395,13
8,APS-001,RETAIL,Seasonal_Naive,10.444173277582221,-3.607253026927419,12.41182393769473,1544.9160685256666,1489.1870368802865,13
8,APS-001,WHOLESALE,Seasonal_MA_2Y,21.911273055599718,5.203385228499623,22.326301872460366,1324.6237386823564,1393.5490146341535,13
8,APS-001,WHOLESALE,Seasonal_Naive,25.82411551507165,6.696612542513167,26.313258801337888,1324.6237386823564,1413.328658108066,13
8,CTS-001,ECOM,Seasonal_MA_2Y,10.289253369483088,-9.22491684031142,42.23129918880996,5335.731075325931,4843.51432080446,13
8,CTS-001,ECOM,Seasonal_Naive,9.386188533105353,-7.803907581683117,38.52475218073703,5335.731075325931,4919.335553400349,13
8,CTS-001,RETAIL,Seasonal_MA_2Y,10.801782170014313,-7.144389088605971,32.49655817894386,3910.9773709286933,3631.5619303822155,13
8,CTS-001,RETAIL,Seasonal_Naive,10.574299346251834,-6.618366859510282,31.812188812782306,3910.9773709286933,3652.134540728203,13
8,CTS-001,WHOLESALE,Seasonal_MA_2Y,27.98023222833153,-6.147560143889075,76.26376807590289,3543.3193580961806,3325.4916694671538,13
8,CTS-001,WHOLESALE,Seasonal_Naive,28.546111343825427,-12.98263046918591,77.80614532534278,3543.3193580961806,3083.3032994914233,13
8,IMH-001,ECOM,Seasonal_MA_2Y,11.94445242741394,-10.02363080892373,55.904094860426994,6084.441606695722,5474.559643255996,13
8,IMH-001,ECOM,Seasonal_Naive,9.31557958564183,-6.953118923130661,43.60007693951111,6084.441606695722,5661.383145973727,13
8,IMH-001,RETAIL,Seasonal_MA_2Y,9.785896166909883,-8.932241750796532,34.39060109873721,4568.593480435003,4160.515666151419,13
8,IMH-001,RETAIL,Seasonal_Naive,8.85971209179917,-8.378163446812152,31.13570992394219,4568.593480435003,4185.829251423755,13
8,IMH-001,WHOLESALE,Seasonal_MA_2Y,16.374682792741826,-6.65194288522237,50.75453981028063,4029.4461021627385,3761.4096488560544,13
8,IMH-001,WHOLESALE,Seasonal_Naive,13.263406625123384,-0.2745909169819281,41.11090932846374,4029.4461021627385,4018.3816091615176,13
9,APS-001,ECOM,Seasonal_MA_2Y,9.986696815033719,-9.535840187441295,17.038841181342146,2218.0,2006.495064642552,13
9,APS-001,ECOM,Seasonal_Naive,9.06177318688477,-7.259236731961033,15.460779175777246,2218.0,2056.990129285104,13
9,APS-001,RETAIL,Seasonal_MA_2Y,9.052985213379944,-2.0279225185491354,10.55717352575692,1516.0,1485.2566946187949,13
9,APS-001,RETAIL,Seasonal_Naive,9.564643799472297,0.9894459102902375,11.153846153846153,1516.0,1531.0,13
9,APS-001,WHOLESALE,Seasonal_MA_2Y,20.698504657051775,-0.19550603196683156,20.689197264859875,1299.4154355568216,1296.875,13
9,APS-001,WHOLESALE,Seasonal_Naive,20.169420592642926,10.241879602280493,20.160351111013718,1299.4154355568216,1432.5,13
9,CTS-001,ECOM,Seasonal_MA_2Y,13.73689534059182,-13.704678313105287,65.59787413102138,6207.897363703278,5357.125,13
9,CTS-001,ECOM,Seasonal_Naive,10.033950743858512,-8.48753342450496,47.91518182332907,6207.897363703278,5681.0,13
9,CTS-001,RETAIL,Seasonal_MA_2Y,10.072023407607473,-8.631555255458025,34.42307692307693,4443.0,4059.5,13
9,CTS-001,RETAIL,Seasonal_Naive,8.755345487283368,-5.199189736664418,29.923076923076927,4443.0,4212.0,13
9,CTS-001,WHOLESALE,Seasonal_MA_2Y,20.309082192328333,9.836755894618753,53.711849218117536,3438.136855338989,3776.3379851216064,13
9,CTS-001,WHOLESALE,Seasonal_Naive,20.898197993217213,9.580852684475696,55.26989594665492,3438.136855338989,3767.5396825396824,13
9,IMH-001,ECOM,Seasonal_MA_2Y,11.723832052040214,-11.723832052040214,61.0,6764.0,5971.0,13
9,IMH-001,ECOM,Seasonal_Naive,7.569485511531637,-6.44589000591366,39.38461538461538,6764.0,6328.0,13
9,IMH-001,RETAIL,Seasonal_MA_2Y,14.316167036285233,-14.316167036285233,54.382163160104625,4938.250016848117,4231.281895766757,13
9,IMH-001,RETAIL,Seasonal_Naive,13.176453664650806,-12.366450123648837,50.05278656266175,4938.250016848117,4327.563791533515,13
9,IMH-001,WHOLESALE,Seasonal_MA_2Y,26.961777460009817,10.542506458585889,73.89365737341339,3562.8865614634606,3938.5041073178345,13
9,IMH-001,WHOLESALE,Seasonal_Naive,28.85870316907731,12.186827998400712,79.09252746336041,3562.8865614634606,3997.089418487146,13
10,APS-001,ECOM,Seasonal_MA_2Y,11.852286847125434,-8.717589551871248,44.79029398862849,4912.755060373777,4484.481238521606,13
10,APS-001,ECOM,Seasonal_Naive,9.1862852566322,-5.440932644120703,34.71536106196682,4912.755060373777,4645.455366568208,13
10,APS-001,RETAIL,Seasonal_MA_2Y,11.210083152041598,-8.505114762714294,30.922530158219033,3585.9938468309742,3281.0009547741274,13
10,APS-001,RETAIL,Seasonal_Naive,8.971538626902847,-7.465679935937129,24.74760177898463,3585.9938468309742,3318.2750237041746,13
10,APS-001,WHOLESALE,Seasonal_MA_2Y,24.551311370163415,9.949349668034024,55.14411317298583,2919.8989025083765,3210.4098542720226,13
10,APS-001,WHOLESALE,Seasonal_Naive,26.352867990637467,4.627652255934995,59.19054640293113,2919.8989025083765,3055.0216699413263,13
10,CTS-001,ECOM,Seasonal_MA_2Y,12.260817226837524,-11.977109503922168,79.72811389475835,8453.477948950698,7440.99563811496,13
10,CTS-001,ECOM,Seasonal_Naive,10.030013053453695,-9.675129534727253,65.22191859619882,8453.477948950698,7635.593007200115,13
10,CTS-001,RETAIL,Seasonal_MA_2Y,8.257830502514322,-6.749887783235087,37.36054116919557,5881.5331103207045,5484.536225440241,13
10,CTS-001,RETAIL,Seasonal_Naive,6.094084321821907,-0.3698398235769263,27.571199012216805,5881.5331103207045,5859.780858641877,13
10,CTS-001,WHOLESALE,Seasonal_MA_2Y,14.71649709898589,-6.3244572643112145,54.83124366327981,4843.585826356442,4537.255310708294,13
10,CTS-001,WHOLESALE,Seasonal_Naive,22.368586916692983,-1.0820462427487147,83.3416696502433,4843.585826356442,4791.175987908043,13
10,IMH-001,ECOM,Seasonal_MA_2Y,10.111747647209757,-9.805088289590632,98.92162814514869,12717.694415977516,11470.713250090583,13
10,IMH-001,ECOM,Seasonal_Naive,8.42446393873496,-4.571123963345853,82.41519845481041,12717.694415977516,12136.35283894367,13
10,IMH-001,RETAIL,Seasonal_MA_2Y,7.772078727374594,-6.26882555781615,55.009177899589126,9201.133155997068,8624.330169105227,13
10,IMH-001,RETAIL,Seasonal_Naive,7.7686828826725645,-4.5124229338266995,54.98514280783493,9201.133155997068,8785.939113293924,13
10,IMH-001,WHOLESALE,Seasonal_MA_2Y,18.26043889833526,-8.517903287657882,107.90572737181203,7682.041289606914,7027.692442040251,13
10,IMH-001,WHOLESALE,Seasonal_Naive,23.35378017904237,-9.800645918809229,138.00361815677465,7682.041289606914,6929.151623475814,13
11,APS-001,ECOM,Seasonal_MA_2Y,13.600285712217744,-4.973900453663144,47.81659203051922,4570.607629502406,4343.270155883422,13
11,APS-001,ECOM,Seasonal_Naive,12.940360703398229,5.015924363610703,45.49639335343466,4570.607629502406,4799.865851155667,13
11,APS-001,RETAIL,Seasonal_MA_2Y,5.964988749478488,-1.4074964547363589,15.39352565820293,3354.8400837157324,3307.6208284753584,13
11,APS-001,RETAIL,Seasonal_Naive,10.415185897440853,3.6589616865277765,26.87791009852722,3354.8400837157324,3477.5923970231675,13
11,APS-001,WHOLESALE,Seasonal_MA_2Y,22.127921294166974,-2.9964192395809657,46.21939835602096,2715.3575369352925,2633.994041275151,13
11,APS-001,WHOLESALE,Seasonal_Naive,17.83806709600061,-0.16421969124732955,37.25902302575593,2715.3575369352925,2710.898385171876,13
11,CTS-001,ECOM,Seasonal_MA_2Y,17.36457877663033,-12.59059895368098,71.15195842702263,5326.794686181207,4656.119330158142,13
11,CTS-001,ECOM,Seasonal_Naive,15.987181490783087,-5.399200665031886,65.50802570162915,5326.794686181207,5039.190352060028,13
11,CTS-001,RETAIL,Seasonal_MA_2Y,11.42978783761599,-9.289653928665842,32.320931134800695,3676.1146464119142,3334.6163177392496,13
11,CTS-001,RETAIL,Seasonal_Naive,10.677920638290054,-0.06700142462255144,30.1948157320324,3676.1146464119142,3673.6515972280604,13
11,CTS-001,WHOLESALE,Seasonal_MA_2Y,20.641077455987283,4.535285810317833,45.48283754656696,2864.564068257304,2994.480235972441,13
11,CTS-001,WHOLESALE,Seasonal_Naive,27.32900597793211,8.334224228920306,60.219760419671836,2864.564068257304,3103.303260886949,13
11,IMH-001,ECOM,Seasonal_MA_2Y,13.925739137194777,-12.777922769244466,122.25305163630168,11412.605504199262,9954.311586914138,13
11,IMH-001,ECOM,Seasonal_Naive,8.58105149514675,-6.434087975903946,75.33242732717625,11412.605504199262,10678.308425716226,13
11,IMH-001,RETAIL,Seasonal_MA_2Y,12.840300742187008,-10.308193924310206,84.2618540692412,8530.984786837338,7651.594331356746,13
11,IMH-001,RETAIL,Seasonal_Naive,10.922110894162143,-5.000592294817563,71.67412452172893,8530.984786837338,8104.385018914692,13
11,IMH-001,WHOLESALE,Seasonal_MA_2Y,20.84788602297056,-1.958461939141309,102.79143654727366,6409.708272782246,6284.176575849814,13
11,IMH-001,WHOLESALE,Seasonal_Naive,21.885062475934074,3.749031018032149,107.90528154026994,6409.708272782246,6650.010224094225,13
12,APS-001,ECOM,Seasonal_MA_2Y,10.454780666722085,-8.891758346091178,18.480306619104127,2297.9342533034505,2093.6074925476532,13
12,APS-001,ECOM,Seasonal_Naive,11.871220788302182,-7.222069036831059,20.98406529074429,2297.9342533034505,2131.975855108887,13
12,APS-001,RETAIL,Seasonal_MA_2Y,7.679523507587136,-5.094026127537525,9.44273302693335,1598.478463264743,1517.0515527029766,13
12,APS-001,RETAIL,Seasonal_Naive,9.360421817030574,-3.3508361839095424,11.50956360122831,1598.478463264743,1544.9160685256666,13
12,APS-001,WHOLESALE,Seasonal_MA_2Y,19.259209141711036,3.854731806244342,19.528312033230776,1318.1644924462657,1368.9761983952112,13
12,APS-001,WHOLESALE,Seasonal_Naive,24.859087794853217,0.49001822406121615,25.20643603521527,1318.1644924462657,1324.6237386823564,13
