week_start,region_id,proxy_city,avg_temp_c,min_temp_c,max_temp_c,rain_mm,rain_days,snow_cm,snow_days,precipitation_mm,precipitation_hours,max_wind_kmh,max_gust_kmh,high_wind_days,cold_days_lt5c,wet_cold_days,days_in_week,source,model
2021-07-12,CA_ON,"Toronto, ON",22.3,17.3,29.6,23.5,4,0.0,0,23.5,32.0,26.8,55.8,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-12,CA_PNW,"Vancouver, BC",18.643,13.0,25.8,0.4,0,0.0,0,0.4,3.0,13.8,33.8,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-12,CA_PRAIRIE,"Calgary, AB",19.143,9.7,31.3,0.8,0,0.0,0,0.8,2.0,22.1,43.9,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-12,CA_QC,"Montreal, QC",22.329,16.2,29.1,20.4,4,0.0,0,20.4,32.0,21.4,49.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-12,US_MIDWEST,"Chicago, IL",21.343,18.0,27.6,15.0,2,0.0,0,15.0,32.0,29.1,48.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-12,US_MTN,"Denver, CO",23.1,12.4,32.9,1.8,0,0.0,0,1.8,4.0,21.3,33.8,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-12,US_NE,"New York, NY",25.9,21.1,32.6,39.0,4,0.0,0,39.0,38.0,17.1,35.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-12,US_PNW,"Seattle, WA",19.014,14.4,26.4,0.0,0,0.0,0,0.0,0.0,12.4,28.8,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-12,US_WEST,"San Francisco, CA",16.143,11.8,24.4,0.0,0,0.0,0,0.0,0.0,18.9,44.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-19,CA_ON,"Toronto, ON",21.771,13.9,30.2,23.0,4,0.0,0,23.0,18.0,30.3,62.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-19,CA_PNW,"Vancouver, BC",19.314,12.8,26.1,0.2,0,0.0,0,0.2,1.0,13.5,31.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-19,CA_PRAIRIE,"Calgary, AB",18.2,7.5,29.0,2.6,1,0.0,0,2.6,14.0,21.9,49.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-19,CA_QC,"Montreal, QC",20.7,13.4,27.5,34.9,4,0.0,0,34.9,25.0,27.2,66.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-19,US_MIDWEST,"Chicago, IL",23.414,17.5,30.7,4.5,3,0.0,0,4.5,17.0,25.5,47.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-19,US_MTN,"Denver, CO",25.043,15.6,34.2,3.6,1,0.0,0,3.6,12.0,24.3,32.4,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-19,US_NE,"New York, NY",24.586,19.5,29.2,5.4,2,0.0,0,5.4,18.0,19.6,41.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-19,US_PNW,"Seattle, WA",19.571,14.4,27.0,2.2,1,0.0,0,2.2,12.0,13.6,31.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-19,US_WEST,"San Francisco, CA",17.286,12.4,24.7,0.0,0,0.0,0,0.0,0.0,18.8,42.1,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-26,CA_ON,"Toronto, ON",19.757,10.3,30.1,34.5,3,0.0,0,34.5,20.0,20.4,50.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-26,CA_PNW,"Vancouver, BC",22.386,15.0,32.0,0.0,0,0.0,0,0.0,0.0,11.7,28.1,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-26,CA_PRAIRIE,"Calgary, AB",21.086,10.8,33.0,0.3,0,0.0,0,0.3,1.0,19.4,43.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-26,CA_QC,"Montreal, QC",17.814,11.2,27.2,22.0,5,0.0,0,22.0,28.0,26.2,50.8,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-26,US_MIDWEST,"Chicago, IL",23.129,16.6,29.9,0.9,0,0.0,0,0.9,3.0,32.1,49.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-26,US_MTN,"Denver, CO",24.429,15.3,36.8,23.2,2,0.0,0,23.2,25.0,18.2,29.9,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-26,US_NE,"New York, NY",23.971,16.6,31.2,12.6,1,0.0,0,12.6,10.0,21.4,42.1,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-26,US_PNW,"Seattle, WA",21.714,16.0,30.0,1.0,1,0.0,0,1.0,3.0,13.8,28.4,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-07-26,US_WEST,"San Francisco, CA",18.157,13.0,27.4,0.2,0,0.0,0,0.2,1.0,17.8,44.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-02,CA_ON,"Toronto, ON",21.686,12.1,28.9,8.1,1,0.0,0,8.1,11.0,18.4,39.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-02,CA_PNW,"Vancouver, BC",20.557,15.2,28.9,23.5,2,0.0,0,23.5,39.0,12.6,32.8,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-02,CA_PRAIRIE,"Calgary, AB",19.629,10.5,31.2,14.4,3,0.0,0,14.4,27.0,20.3,43.9,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-02,CA_QC,"Montreal, QC",21.271,13.9,30.1,1.6,1,0.0,0,1.6,4.0,22.5,48.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-02,US_MIDWEST,"Chicago, IL",22.986,15.3,29.9,10.7,3,0.0,0,10.7,15.0,24.9,49.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-02,US_MTN,"Denver, CO",23.114,14.6,34.8,2.7,1,0.0,0,2.7,6.0,17.8,33.8,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-02,US_NE,"New York, NY",23.0,17.4,29.5,1.5,1,0.0,0,1.5,6.0,17.4,37.4,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-02,US_PNW,"Seattle, WA",20.6,14.1,29.1,12.8,3,0.0,0,12.8,33.0,18.7,41.8,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-02,US_WEST,"San Francisco, CA",17.286,12.3,25.2,0.0,0,0.0,0,0.0,0.0,18.4,45.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-09,CA_ON,"Toronto, ON",23.814,12.2,31.2,9.5,1,0.0,0,9.5,14.0,26.8,50.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-09,CA_PNW,"Vancouver, BC",22.657,15.7,34.4,0.0,0,0.0,0,0.0,0.0,11.2,29.5,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-09,CA_PRAIRIE,"Calgary, AB",20.6,8.1,35.0,0.0,0,0.0,0,0.0,0.0,20.5,44.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-09,CA_QC,"Montreal, QC",24.114,12.3,31.8,10.0,4,0.0,0,10.0,26.0,23.9,47.9,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-09,US_MIDWEST,"Chicago, IL",23.9,16.2,32.7,24.9,3,0.0,0,24.9,29.0,30.3,58.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-09,US_MTN,"Denver, CO",24.186,14.9,34.9,2.0,1,0.0,0,2.0,8.0,16.3,43.9,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-09,US_NE,"New York, NY",26.2,20.7,33.2,9.2,3,0.0,0,9.2,18.0,18.4,40.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-09,US_PNW,"Seattle, WA",22.429,15.1,31.5,0.0,0,0.0,0,0.0,0.0,16.6,31.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-09,US_WEST,"San Francisco, CA",18.4,13.3,27.1,0.0,0,0.0,0,0.0,0.0,19.8,44.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-16,CA_ON,"Toronto, ON",23.586,13.1,30.3,5.4,2,0.0,0,5.4,16.0,16.8,37.4,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-16,CA_PNW,"Vancouver, BC",17.371,12.6,21.8,21.3,4,0.0,0,21.3,40.0,12.6,32.4,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-16,CA_PRAIRIE,"Calgary, AB",12.543,5.0,21.2,66.1,6,0.0,0,66.1,63.0,17.7,42.5,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-16,CA_QC,"Montreal, QC",23.414,12.0,32.0,3.1,2,0.0,0,3.1,12.0,16.5,29.9,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-16,US_MIDWEST,"Chicago, IL",23.686,16.7,29.6,6.0,1,0.0,0,6.0,21.0,21.7,40.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-16,US_MTN,"Denver, CO",22.8,13.4,35.0,7.2,2,0.0,0,7.2,7.0,18.9,42.1,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-16,US_NE,"New York, NY",24.957,20.6,29.4,99.5,6,0.0,0,99.5,74.0,21.8,42.1,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-16,US_PNW,"Seattle, WA",17.614,12.6,24.3,1.8,1,0.0,0,1.8,10.0,19.1,44.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-16,US_WEST,"San Francisco, CA",17.914,13.8,26.0,0.0,0,0.0,0,0.0,0.0,21.6,47.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-23,CA_ON,"Toronto, ON",25.0,18.7,32.5,5.0,2,0.0,0,5.0,12.0,22.5,42.5,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-23,CA_PNW,"Vancouver, BC",16.886,11.2,22.9,11.2,3,0.0,0,11.2,29.0,10.8,27.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-23,CA_PRAIRIE,"Calgary, AB",12.886,3.4,25.0,9.2,2,0.0,0,9.2,28.0,24.7,51.1,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-23,CA_QC,"Montreal, QC",22.929,15.6,32.9,15.6,2,0.0,0,15.6,21.0,21.0,46.1,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-23,US_MIDWEST,"Chicago, IL",25.686,17.8,32.8,21.0,4,0.0,0,21.0,11.0,25.1,53.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-23,US_MTN,"Denver, CO",23.286,14.6,34.7,2.5,1,0.0,0,2.5,9.0,22.7,38.9,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-23,US_NE,"New York, NY",25.614,20.4,32.6,65.1,3,0.0,0,65.1,40.0,20.8,43.9,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-23,US_PNW,"Seattle, WA",17.086,10.5,24.0,2.2,1,0.0,0,2.2,10.0,14.9,33.5,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-23,US_WEST,"San Francisco, CA",19.171,12.7,33.8,0.0,0,0.0,0,0.0,0.0,16.4,38.9,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-30,CA_ON,"Toronto, ON",20.1,12.1,29.3,4.1,1,0.0,0,4.1,5.0,21.7,44.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-30,CA_PNW,"Vancouver, BC",16.014,10.6,22.9,11.0,2,0.0,0,11.0,23.0,12.7,35.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-30,CA_PRAIRIE,"Calgary, AB",13.286,2.9,26.2,4.4,1,0.0,0,4.4,7.0,22.2,46.1,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-30,CA_QC,"Montreal, QC",18.657,11.5,28.3,15.9,2,0.0,0,15.9,22.0,24.0,47.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-30,US_MIDWEST,"Chicago, IL",21.586,15.8,27.7,2.9,2,0.0,0,2.9,8.0,23.0,41.8,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-30,US_MTN,"Denver, CO",22.414,12.9,34.3,10.2,3,0.0,0,10.2,13.0,16.9,42.8,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-30,US_NE,"New York, NY",22.257,15.4,30.2,72.8,3,0.0,0,72.8,29.0,30.8,70.9,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-30,US_PNW,"Seattle, WA",16.6,9.5,25.1,0.6,0,0.0,0,0.6,4.0,18.2,40.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-08-30,US_WEST,"San Francisco, CA",17.4,11.1,27.9,0.0,0,0.0,0,0.0,0.0,19.3,43.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-06,CA_ON,"Toronto, ON",19.143,11.2,26.2,10.0,2,0.0,0,10.0,13.0,30.3,61.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-06,CA_PNW,"Vancouver, BC",17.643,12.9,24.5,9.6,2,0.0,0,9.6,34.0,10.8,28.4,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-06,CA_PRAIRIE,"Calgary, AB",14.371,6.6,27.2,15.1,2,0.0,0,15.1,23.0,15.8,36.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-06,CA_QC,"Montreal, QC",17.529,11.4,23.1,21.6,4,0.0,0,21.6,26.0,25.3,61.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-06,US_MIDWEST,"Chicago, IL",21.129,13.8,29.2,13.9,1,0.0,0,13.9,7.0,33.5,65.9,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-06,US_MTN,"Denver, CO",23.0,11.7,36.0,0.3,0,0.0,0,0.3,1.0,14.0,32.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-06,US_NE,"New York, NY",22.214,15.7,27.8,18.5,1,0.0,0,18.5,15.0,22.7,49.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-06,US_PNW,"Seattle, WA",18.014,13.0,26.0,8.7,3,0.0,0,8.7,28.0,15.9,33.5,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-06,US_WEST,"San Francisco, CA",19.214,12.0,30.4,0.0,0,0.0,0,0.0,0.0,18.9,40.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-13,CA_ON,"Toronto, ON",18.557,10.3,27.8,5.4,2,0.0,0,5.4,12.0,23.1,58.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-13,CA_PNW,"Vancouver, BC",13.814,8.4,18.2,135.4,4,0.0,0,135.4,81.0,24.5,57.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-13,CA_PRAIRIE,"Calgary, AB",10.386,-1.0,21.2,4.5,1,0.21,0,4.8,7.0,22.4,45.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-13,CA_QC,"Montreal, QC",16.729,8.6,25.2,15.5,3,0.0,0,15.5,22.0,25.2,55.8,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-13,US_MIDWEST,"Chicago, IL",21.971,13.2,30.8,3.3,1,0.0,0,3.3,6.0,27.5,49.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-13,US_MTN,"Denver, CO",20.714,10.4,33.1,1.3,1,0.0,0,1.3,3.0,22.6,55.4,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-13,US_NE,"New York, NY",23.243,18.1,29.8,3.6,2,0.0,0,3.6,17.0,18.6,33.8,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-13,US_PNW,"Seattle, WA",14.757,8.8,19.0,59.6,5,0.0,0,59.6,72.0,23.2,68.4,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-13,US_WEST,"San Francisco, CA",17.329,11.7,26.3,0.1,0,0.0,0,0.1,1.0,17.4,42.5,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-20,CA_ON,"Toronto, ON",16.357,8.7,24.0,58.6,4,0.0,0,58.6,50.0,28.2,65.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-20,CA_PNW,"Vancouver, BC",15.071,10.5,21.4,32.1,3,0.0,0,32.1,32.0,15.6,49.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-20,CA_PRAIRIE,"Calgary, AB",13.543,0.9,26.0,0.1,0,0.0,0,0.1,1.0,18.5,36.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-20,CA_QC,"Montreal, QC",17.814,6.7,26.0,35.6,2,0.0,0,35.6,21.0,26.1,62.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-20,US_MIDWEST,"Chicago, IL",17.814,10.8,26.9,24.1,3,0.0,0,24.1,39.0,37.1,67.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-20,US_MTN,"Denver, CO",16.829,5.5,31.3,1.3,0,0.0,0,1.3,6.0,20.5,50.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-20,US_NE,"New York, NY",20.8,15.1,26.6,35.5,2,0.0,0,35.5,25.0,27.2,63.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-20,US_PNW,"Seattle, WA",15.543,10.0,23.6,9.7,1,0.0,0,9.7,15.0,22.0,51.1,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-20,US_WEST,"San Francisco, CA",19.071,12.1,33.1,0.0,0,0.0,0,0.0,0.0,17.3,37.8,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-27,CA_ON,"Toronto, ON",15.657,7.5,25.6,17.8,2,0.0,0,17.8,29.0,19.7,42.5,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-27,CA_PNW,"Vancouver, BC",12.814,9.9,16.0,128.9,5,0.0,0,128.9,98.0,24.6,70.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-27,CA_PRAIRIE,"Calgary, AB",11.786,0.8,24.1,0.0,0,0.0,0,0.0,0.0,19.7,44.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-27,CA_QC,"Montreal, QC",11.486,6.6,16.7,20.8,2,0.0,0,20.8,31.0,18.7,40.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-27,US_MIDWEST,"Chicago, IL",20.171,13.2,29.3,21.7,2,0.0,0,21.7,25.0,28.9,45.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-27,US_MTN,"Denver, CO",15.886,7.3,31.1,7.0,1,0.0,0,7.0,12.0,18.7,39.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-27,US_NE,"New York, NY",17.9,10.3,26.2,4.1,1,0.0,0,4.1,3.0,20.9,38.5,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-27,US_PNW,"Seattle, WA",13.271,8.3,18.1,36.3,5,0.0,0,36.3,67.0,23.8,53.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-09-27,US_WEST,"San Francisco, CA",18.786,10.5,31.0,0.0,0,0.0,0,0.0,0.0,17.8,42.5,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-04,CA_ON,"Toronto, ON",17.086,14.6,20.6,16.9,2,0.0,0,16.9,30.0,18.9,34.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-04,CA_PNW,"Vancouver, BC",10.371,6.1,14.8,56.0,4,0.0,0,56.0,63.0,23.1,60.1,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-04,CA_PRAIRIE,"Calgary, AB",7.014,-3.9,21.7,0.9,0,0.21,0,0.9,3.0,32.9,66.6,0,2,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-04,CA_QC,"Montreal, QC",13.043,7.1,20.8,6.0,1,0.0,0,6.0,8.0,17.6,34.9,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-04,US_MIDWEST,"Chicago, IL",19.057,16.2,24.3,22.1,3,0.0,0,22.1,36.0,26.5,44.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-04,US_MTN,"Denver, CO",16.514,5.7,28.4,0.8,0,0.0,0,0.8,2.0,18.8,40.3,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-04,US_NE,"New York, NY",18.4,15.3,22.9,13.4,2,0.0,0,13.4,24.0,20.6,39.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-04,US_PNW,"Seattle, WA",10.914,5.4,15.2,31.4,4,0.0,0,31.4,55.0,24.5,51.5,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-04,US_WEST,"San Francisco, CA",16.043,8.7,28.5,0.1,0,0.0,0,0.1,1.0,25.9,50.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-11,CA_ON,"Toronto, ON",16.857,9.4,23.3,15.1,2,0.0,0,15.1,21.0,26.6,54.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-11,CA_PNW,"Vancouver, BC",9.771,4.2,14.6,161.3,7,0.0,0,161.3,126.0,18.9,54.7,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-11,CA_PRAIRIE,"Calgary, AB",4.143,-7.1,21.2,0.2,0,0.14,0,0.2,2.0,18.6,41.0,0,5,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-11,CA_QC,"Montreal, QC",15.886,9.0,22.8,24.5,1,0.0,0,24.5,27.0,28.3,57.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-11,US_MIDWEST,"Chicago, IL",15.686,6.7,23.3,37.0,4,0.0,0,37.0,32.0,28.4,51.5,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-11,US_MTN,"Denver, CO",9.443,1.2,23.8,7.8,3,1.54,1,10.0,16.0,20.4,42.5,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-11,US_NE,"New York, NY",18.514,11.0,24.7,10.9,1,0.0,0,10.9,9.0,23.8,45.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-11,US_PNW,"Seattle, WA",10.529,3.5,17.6,15.1,6,0.0,0,15.1,51.0,17.4,34.9,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-11,US_WEST,"San Francisco, CA",15.9,8.2,28.8,2.4,1,0.0,0,2.4,4.0,28.3,56.9,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-18,CA_ON,"Toronto, ON",10.586,1.3,21.6,5.4,2,0.0,0,5.4,16.0,26.6,50.0,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-18,CA_PNW,"Vancouver, BC",11.257,5.6,17.6,79.3,5,0.0,0,79.3,84.0,21.9,70.6,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-18,CA_PRAIRIE,"Calgary, AB",5.157,-2.3,16.6,23.6,1,0.14,0,23.8,20.0,20.4,43.6,0,4,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-18,CA_QC,"Montreal, QC",8.4,1.2,16.7,20.6,4,0.0,0,20.6,31.0,25.2,47.9,0,1,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-18,US_MIDWEST,"Chicago, IL",11.871,5.0,20.9,36.2,1,0.0,0,36.2,21.0,36.0,68.4,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-18,US_MTN,"Denver, CO",11.371,1.1,24.5,3.4,1,0.0,0,3.4,6.0,19.4,37.1,0,0,0,7,Open-Meteo Historical Weather API,ERA5
2021-10-18,US_NE,"New York, NY",14.957,8.4,23.8,0.6,0,0.0,0,0.6,3.0,25.7,52.2,0,0,0,7,Open-Meteo Historical Weather API,ERA5
